instance_id,event_group_id,group_type,name
FinlandSecondarySchool_XHSTT2011,gr_C090,Course,C090
FinlandSecondarySchool_XHSTT2011,gr_C091,Course,C091
FinlandSecondarySchool_XHSTT2011,gr_C092,Course,C092
FinlandSecondarySchool_XHSTT2011,gr_C093,Course,C093
FinlandSecondarySchool_XHSTT2011,gr_C094,Course,C094
FinlandSecondarySchool_XHSTT2011,gr_C095,Course,C095
FinlandSecondarySchool_XHSTT2011,gr_C096,Course,C096
FinlandSecondarySchool_XHSTT2011,gr_C097,Course,C097
FinlandSecondarySchool_XHSTT2011,gr_C098,Course,C098
FinlandSecondarySchool_XHSTT2011,gr_C099,Course,C099
FinlandSecondarySchool_XHSTT2011,gr_C100,Course,C100
FinlandSecondarySchool_XHSTT2011,gr_C101,Course,C101
FinlandSecondarySchool_XHSTT2011,gr_C102,Course,C102
FinlandSecondarySchool_XHSTT2011,gr_C103,Course,C103
FinlandSecondarySchool_XHSTT2011,gr_C104,Course,C104
FinlandSecondarySchool_XHSTT2011,gr_C105,Course,C105
FinlandSecondarySchool_XHSTT2011,gr_C106,Course,C106
FinlandSecondarySchool_XHSTT2011,gr_C107,Course,C107
FinlandSecondarySchool_XHSTT2011,gr_C108,Course,C108
FinlandSecondarySchool_XHSTT2011,gr_C109,Course,C109
FinlandSecondarySchool_XHSTT2011,gr_C110,Course,C110
FinlandSecondarySchool_XHSTT2011,gr_C111,Course,C111
FinlandSecondarySchool_XHSTT2011,gr_C112,Course,C112
FinlandSecondarySchool_XHSTT2011,gr_C113,Course,C113
FinlandSecondarySchool_XHSTT2011,gr_C114,Course,C114
FinlandSecondarySchool_XHSTT2011,gr_C115,Course,C115
FinlandSecondarySchool_XHSTT2011,gr_C116,Course,C116
FinlandSecondarySchool_XHSTT2011,gr_C117,Course,C117
FinlandSecondarySchool_XHSTT2011,gr_C118,Course,C118
FinlandSecondarySchool_XHSTT2011,gr_C119,Course,C119
FinlandSecondarySchool_XHSTT2011,gr_C120,Course,C120
FinlandSecondarySchool_XHSTT2011,gr_C121,Course,C121
FinlandSecondarySchool_XHSTT2011,gr_C122,Course,C122
FinlandSecondarySchool_XHSTT2011,gr_C123,Course,C123
FinlandSecondarySchool_XHSTT2011,gr_C124,Course,C124
FinlandSecondarySchool_XHSTT2011,gr_C125,Course,C125
FinlandSecondarySchool_XHSTT2011,gr_C126,Course,C126
FinlandSecondarySchool_XHSTT2011,gr_C127,Course,C127
FinlandSecondarySchool_XHSTT2011,gr_C128,Course,C128
FinlandSecondarySchool_XHSTT2011,gr_C129,Course,C129
FinlandSecondarySchool_XHSTT2011,gr_C130,Course,C130
FinlandSecondarySchool_XHSTT2011,gr_C131,Course,C131
FinlandSecondarySchool_XHSTT2011,gr_C132,Course,C132
FinlandSecondarySchool_XHSTT2011,gr_C133,Course,C133
FinlandSecondarySchool_XHSTT2011,gr_C134,Course,C134
FinlandSecondarySchool_XHSTT2011,gr_C135,Course,C135
FinlandSecondarySchool_XHSTT2011,gr_C136,Course,C136
FinlandSecondarySchool_XHSTT2011,gr_C137,Course,C137
FinlandSecondarySchool_XHSTT2011,gr_C138,Course,C138
FinlandSecondarySchool_XHSTT2011,gr_C139,Course,C139
FinlandSecondarySchool_XHSTT2011,gr_C140,Course,C140
FinlandSecondarySchool_XHSTT2011,gr_C141,Course,C141
FinlandSecondarySchool_XHSTT2011,gr_C142,Course,C142
FinlandSecondarySchool_XHSTT2011,gr_C143,Course,C143
FinlandSecondarySchool_XHSTT2011,gr_C144,Course,C144
FinlandSecondarySchool_XHSTT2011,gr_C145,Course,C145
FinlandSecondarySchool_XHSTT2011,gr_C146,Course,C146
FinlandSecondarySchool_XHSTT2011,gr_C147,Course,C147
FinlandSecondarySchool_XHSTT2011,gr_C148,Course,C148
FinlandSecondarySchool_XHSTT2011,gr_C149,Course,C149
FinlandSecondarySchool_XHSTT2011,gr_C150,Course,C150
FinlandSecondarySchool_XHSTT2011,gr_C151,Course,C151
FinlandSecondarySchool_XHSTT2011,gr_C152,Course,C152
FinlandSecondarySchool_XHSTT2011,gr_C153,Course,C153
FinlandSecondarySchool_XHSTT2011,gr_C154,Course,C154
FinlandSecondarySchool_XHSTT2011,gr_C155,Course,C155
FinlandSecondarySchool_XHSTT2011,gr_C156,Course,C156
FinlandSecondarySchool_XHSTT2011,gr_C157,Course,C157
FinlandSecondarySchool_XHSTT2011,gr_C158,Course,C158
FinlandSecondarySchool_XHSTT2011,gr_C159,Course,C159
FinlandSecondarySchool_XHSTT2011,gr_C160,Course,C160
FinlandSecondarySchool_XHSTT2011,gr_C161,Course,C161
FinlandSecondarySchool_XHSTT2011,gr_C162,Course,C162
FinlandSecondarySchool_XHSTT2011,gr_C163,Course,C163
FinlandSecondarySchool_XHSTT2011,gr_C164,Course,C164
FinlandSecondarySchool_XHSTT2011,gr_C165,Course,C165
FinlandSecondarySchool_XHSTT2011,gr_C166,Course,C166
FinlandSecondarySchool_XHSTT2011,gr_C167,Course,C167
FinlandSecondarySchool_XHSTT2011,gr_C168,Course,C168
FinlandSecondarySchool_XHSTT2011,gr_C169,Course,C169
FinlandSecondarySchool_XHSTT2011,gr_C170,Course,C170
FinlandSecondarySchool_XHSTT2011,gr_C171,Course,C171
FinlandSecondarySchool_XHSTT2011,gr_EventsDuration1,EventGroup,EventsOfDurationOne
FinlandSecondarySchool_XHSTT2011,gr_EventsDuration2,EventGroup,EventsOfDurationTwo
FinlandSecondarySchool_XHSTT2011,gr_EventsGeneral,EventGroup,General
