instance_id,constraint_id,path,attr,value
FinlandSecondarySchool_XHSTT2011,Unavailabilities_KNU,Times/Time,Reference,Mo_5
FinlandSecondarySchool_XHSTT2011,Unavailabilities_KNU,Times/Time,Reference,Tu_1
FinlandSecondarySchool_XHSTT2011,Unavailabilities_KNU,Times/Time,Reference,Tu_2
FinlandSecondarySchool_XHSTT2011,Unavailabilities_KNU,Times/Time,Reference,Tu_3
FinlandSecondarySchool_XHSTT2011,Unavailabilities_KNU,Times/Time,Reference,Tu_4
FinlandSecondarySchool_XHSTT2011,Unavailabilities_KNU,Times/Time,Reference,Tu_6
FinlandSecondarySchool_XHSTT2011,Unavailabilities_KNU,Times/Time,Reference,Tu_7
FinlandSecondarySchool_XHSTT2011,Unavailabilities_KNU,Times/Time,Reference,We_1
FinlandSecondarySchool_XHSTT2011,Unavailabilities_KNU,Times/Time,Reference,We_2
FinlandSecondarySchool_XHSTT2011,Unavailabilities_KNU,Times/Time,Reference,We_3
FinlandSecondarySchool_XHSTT2011,Unavailabilities_KNU,Times/Time,Reference,We_4
FinlandSecondarySchool_XHSTT2011,Unavailabilities_KNU,Times/Time,Reference,Th_1
FinlandSecondarySchool_XHSTT2011,Unavailabilities_KNU,Times/Time,Reference,Th_2
FinlandSecondarySchool_XHSTT2011,Unavailabilities_KNU,Times/Time,Reference,Th_3
FinlandSecondarySchool_XHSTT2011,Unavailabilities_KNU,Times/Time,Reference,Th_4
FinlandSecondarySchool_XHSTT2011,Unavailabilities_KNU,Times/Time,Reference,Th_5
FinlandSecondarySchool_XHSTT2011,Unavailabilities_KNU,Times/Time,Reference,Fr_1
FinlandSecondarySchool_XHSTT2011,Unavailabilities_KNU,Times/Time,Reference,Fr_2
FinlandSecondarySchool_XHSTT2011,Unavailabilities_KNU,Times/Time,Reference,Fr_3
FinlandSecondarySchool_XHSTT2011,Unavailabilities_KNU,Times/Time,Reference,Fr_4
FinlandSecondarySchool_XHSTT2011,Unavailabilities_LAH,Name,text,Unavailabilities_LAH
FinlandSecondarySchool_XHSTT2011,Unavailabilities_LAH,Required,text,true
FinlandSecondarySchool_XHSTT2011,Unavailabilities_LAH,Weight,text,1
FinlandSecondarySchool_XHSTT2011,Unavailabilities_LAH,CostFunction,text,Sum
FinlandSecondarySchool_XHSTT2011,Unavailabilities_LAH,Times/Time,Reference,We_1
FinlandSecondarySchool_XHSTT2011,Unavailabilities_LAH,Times/Time,Reference,Th_1
FinlandSecondarySchool_XHSTT2011,Unavailabilities_LAH,Times/Time,Reference,Th_6
FinlandSecondarySchool_XHSTT2011,Unavailabilities_LAH,Times/Time,Reference,Th_7
FinlandSecondarySchool_XHSTT2011,Unavailabilities_MAR,Name,text,Unavailabilities_MAR
FinlandSecondarySchool_XHSTT2011,Unavailabilities_MAR,Required,text,true
FinlandSecondarySchool_XHSTT2011,Unavailabilities_MAR,Weight,text,1
FinlandSecondarySchool_XHSTT2011,Unavailabilities_MAR,CostFunction,text,Sum
FinlandSecondarySchool_XHSTT2011,Unavailabilities_MAR,Times/Time,Reference,Mo_1
FinlandSecondarySchool_XHSTT2011,Unavailabilities_MAR,Times/Time,Reference,Mo_2
FinlandSecondarySchool_XHSTT2011,Unavailabilities_MAR,Times/Time,Reference,Tu_1
FinlandSecondarySchool_XHSTT2011,Unavailabilities_MAR,Times/Time,Reference,Tu_2
FinlandSecondarySchool_XHSTT2011,Unavailabilities_MAR,Times/Time,Reference,Tu_3
FinlandSecondarySchool_XHSTT2011,Unavailabilities_MAR,Times/Time,Reference,Tu_4
FinlandSecondarySchool_XHSTT2011,Unavailabilities_MAR,Times/Time,Reference,Tu_5
FinlandSecondarySchool_XHSTT2011,Unavailabilities_MAR,Times/Time,Reference,Tu_6
FinlandSecondarySchool_XHSTT2011,Unavailabilities_MAR,Times/Time,Reference,Tu_7
FinlandSecondarySchool_XHSTT2011,Unavailabilities_MAR,Times/Time,Reference,We_1
FinlandSecondarySchool_XHSTT2011,Unavailabilities_MAR,Times/Time,Reference,Th_1
FinlandSecondarySchool_XHSTT2011,Unavailabilities_MAR,Times/Time,Reference,Th_2
FinlandSecondarySchool_XHSTT2011,Unavailabilities_MAR,Times/Time,Reference,Fr_1
FinlandSecondarySchool_XHSTT2011,Unavailabilities_MAR,Times/Time,Reference,Fr_2
FinlandSecondarySchool_XHSTT2011,Unavailabilities_PUN,Name,text,Unavailabilities_PUN
FinlandSecondarySchool_XHSTT2011,Unavailabilities_PUN,Required,text,true
FinlandSecondarySchool_XHSTT2011,Unavailabilities_PUN,Weight,text,1
FinlandSecondarySchool_XHSTT2011,Unavailabilities_PUN,CostFunction,text,Sum
FinlandSecondarySchool_XHSTT2011,Unavailabilities_PUN,Times/Time,Reference,Mo_1
FinlandSecondarySchool_XHSTT2011,Unavailabilities_PUN,Times/Time,Reference,Mo_2
FinlandSecondarySchool_XHSTT2011,Unavailabilities_PUN,Times/Time,Reference,Mo_4
FinlandSecondarySchool_XHSTT2011,Unavailabilities_PUN,Times/Time,Reference,Mo_6
FinlandSecondarySchool_XHSTT2011,Unavailabilities_PUN,Times/Time,Reference,Mo_7
FinlandSecondarySchool_XHSTT2011,Unavailabilities_PUN,Times/Time,Reference,Tu_3
FinlandSecondarySchool_XHSTT2011,Unavailabilities_PUN,Times/Time,Reference,Tu_4
FinlandSecondarySchool_XHSTT2011,Unavailabilities_PUN,Times/Time,Reference,Tu_5
FinlandSecondarySchool_XHSTT2011,Unavailabilities_PUN,Times/Time,Reference,We_1
FinlandSecondarySchool_XHSTT2011,Unavailabilities_PUN,Times/Time,Reference,We_4
FinlandSecondarySchool_XHSTT2011,Unavailabilities_PUN,Times/Time,Reference,We_7
FinlandSecondarySchool_XHSTT2011,Unavailabilities_PUN,Times/Time,Reference,Th_3
FinlandSecondarySchool_XHSTT2011,Unavailabilities_PUN,Times/Time,Reference,Th_4
FinlandSecondarySchool_XHSTT2011,Unavailabilities_PUN,Times/Time,Reference,Fr_1
FinlandSecondarySchool_XHSTT2011,Unavailabilities_PUN,Times/Time,Reference,Fr_2
FinlandSecondarySchool_XHSTT2011,Unavailabilities_PUN,Times/Time,Reference,Fr_3
FinlandSecondarySchool_XHSTT2011,Unavailabilities_PUN,Times/Time,Reference,Fr_4
FinlandSecondarySchool_XHSTT2011,Unavailabilities_PUN,Times/Time,Reference,Fr_6
FinlandSecondarySchool_XHSTT2011,Unavailabilities_PUN,Times/Time,Reference,Fr_7
FinlandSecondarySchool_XHSTT2011,Unavailabilities_RAI,Name,text,Unavailabilities_RAI
FinlandSecondarySchool_XHSTT2011,Unavailabilities_RAI,Required,text,true
FinlandSecondarySchool_XHSTT2011,Unavailabilities_RAI,Weight,text,1
FinlandSecondarySchool_XHSTT2011,Unavailabilities_RAI,CostFunction,text,Sum
FinlandSecondarySchool_XHSTT2011,Unavailabilities_RAI,Times/Time,Reference,Mo_1
FinlandSecondarySchool_XHSTT2011,Unavailabilities_RAI,Times/Time,Reference,Mo_2
FinlandSecondarySchool_XHSTT2011,Unavailabilities_RAI,Times/Time,Reference,Mo_3
FinlandSecondarySchool_XHSTT2011,Unavailabilities_RAI,Times/Time,Reference,Mo_4
FinlandSecondarySchool_XHSTT2011,Unavailabilities_RAI,Times/Time,Reference,Mo_5
FinlandSecondarySchool_XHSTT2011,Unavailabilities_RAI,Times/Time,Reference,Mo_6
FinlandSecondarySchool_XHSTT2011,Unavailabilities_RAI,Times/Time,Reference,Mo_7
FinlandSecondarySchool_XHSTT2011,Unavailabilities_RAI,Times/Time,Reference,Tu_1
FinlandSecondarySchool_XHSTT2011,Unavailabilities_RAI,Times/Time,Reference,Tu_2
FinlandSecondarySchool_XHSTT2011,Unavailabilities_RAI,Times/Time,Reference,Tu_3
FinlandSecondarySchool_XHSTT2011,Unavailabilities_RAI,Times/Time,Reference,Tu_4
FinlandSecondarySchool_XHSTT2011,Unavailabilities_RAI,Times/Time,Reference,Tu_6
FinlandSecondarySchool_XHSTT2011,Unavailabilities_RAI,Times/Time,Reference,Tu_7
FinlandSecondarySchool_XHSTT2011,Unavailabilities_RAI,Times/Time,Reference,We_3
FinlandSecondarySchool_XHSTT2011,Unavailabilities_RAI,Times/Time,Reference,We_4
FinlandSecondarySchool_XHSTT2011,Unavailabilities_RAI,Times/Time,Reference,We_5
FinlandSecondarySchool_XHSTT2011,Unavailabilities_RAI,Times/Time,Reference,We_7
FinlandSecondarySchool_XHSTT2011,Unavailabilities_RAI,Times/Time,Reference,Th_1
FinlandSecondarySchool_XHSTT2011,Unavailabilities_RAI,Times/Time,Reference,Th_2
FinlandSecondarySchool_XHSTT2011,Unavailabilities_RAI,Times/Time,Reference,Th_3
FinlandSecondarySchool_XHSTT2011,Unavailabilities_RAI,Times/Time,Reference,Th_4
FinlandSecondarySchool_XHSTT2011,Unavailabilities_RAI,Times/Time,Reference,Th_5
FinlandSecondarySchool_XHSTT2011,Unavailabilities_RAI,Times/Time,Reference,Th_6
FinlandSecondarySchool_XHSTT2011,Unavailabilities_RAI,Times/Time,Reference,Th_7
FinlandSecondarySchool_XHSTT2011,Unavailabilities_RAI,Times/Time,Reference,Fr_1
FinlandSecondarySchool_XHSTT2011,Unavailabilities_RAI,Times/Time,Reference,Fr_2
FinlandSecondarySchool_XHSTT2011,Unavailabilities_RAI,Times/Time,Reference,Fr_3
FinlandSecondarySchool_XHSTT2011,Unavailabilities_RAI,Times/Time,Reference,Fr_4
FinlandSecondarySchool_XHSTT2011,Unavailabilities_RAI,Times/Time,Reference,Fr_6
FinlandSecondarySchool_XHSTT2011,Unavailabilities_RAI,Times/Time,Reference,Fr_7
FinlandSecondarySchool_XHSTT2011,Unavailabilities_SAA,Name,text,Unavailabilities_SAA
FinlandSecondarySchool_XHSTT2011,Unavailabilities_SAA,Required,text,true
FinlandSecondarySchool_XHSTT2011,Unavailabilities_SAA,Weight,text,1
FinlandSecondarySchool_XHSTT2011,Unavailabilities_SAA,CostFunction,text,Sum
FinlandSecondarySchool_XHSTT2011,Unavailabilities_SAA,Times/Time,Reference,Fr_1
FinlandSecondarySchool_XHSTT2011,Unavailabilities_SAA,Times/Time,Reference,Fr_2
FinlandSecondarySchool_XHSTT2011,Unavailabilities_SAA,Times/Time,Reference,Fr_3
FinlandSecondarySchool_XHSTT2011,Unavailabilities_SAA,Times/Time,Reference,Fr_4
FinlandSecondarySchool_XHSTT2011,Unavailabilities_SAA,Times/Time,Reference,Fr_5
FinlandSecondarySchool_XHSTT2011,Unavailabilities_SAA,Times/Time,Reference,Fr_6
FinlandSecondarySchool_XHSTT2011,Unavailabilities_SAA,Times/Time,Reference,Fr_7
FinlandSecondarySchool_XHSTT2011,Unavailabilities_SAV,Name,text,Unavailabilities_SAV
FinlandSecondarySchool_XHSTT2011,Unavailabilities_SAV,Required,text,true
FinlandSecondarySchool_XHSTT2011,Unavailabilities_SAV,Weight,text,1
FinlandSecondarySchool_XHSTT2011,Unavailabilities_SAV,CostFunction,text,Sum
FinlandSecondarySchool_XHSTT2011,Unavailabilities_SAV,Times/Time,Reference,Tu_6
FinlandSecondarySchool_XHSTT2011,Unavailabilities_SAV,Times/Time,Reference,Tu_7
FinlandSecondarySchool_XHSTT2011,Unavailabilities_SEL,Name,text,Unavailabilities_SEL
FinlandSecondarySchool_XHSTT2011,Unavailabilities_SEL,Required,text,true
FinlandSecondarySchool_XHSTT2011,Unavailabilities_SEL,Weight,text,1
FinlandSecondarySchool_XHSTT2011,Unavailabilities_SEL,CostFunction,text,Sum
FinlandSecondarySchool_XHSTT2011,Unavailabilities_SEL,Times/Time,Reference,Tu_3
FinlandSecondarySchool_XHSTT2011,Unavailabilities_SEL,Times/Time,Reference,Tu_4
FinlandSecondarySchool_XHSTT2011,Unavailabilities_SEL,Times/Time,Reference,We_1
FinlandSecondarySchool_XHSTT2011,Unavailabilities_SEL,Times/Time,Reference,Fr_3
FinlandSecondarySchool_XHSTT2011,Unavailabilities_SEL,Times/Time,Reference,Fr_4
FinlandSecondarySchool_XHSTT2011,Unavailabilities_SEP,Name,text,Unavailabilities_SEP
FinlandSecondarySchool_XHSTT2011,Unavailabilities_SEP,Required,text,true
FinlandSecondarySchool_XHSTT2011,Unavailabilities_SEP,Weight,text,1
FinlandSecondarySchool_XHSTT2011,Unavailabilities_SEP,CostFunction,text,Sum
