instance_id,event_id,name,color,duration,workload,course_ref,preassigned_time_ref
UK-SP-06,Hi (10h1)_30700,Hi (10h1),,1,,gr_Course_Hi-10h1_307,
UK-SP-06,Hi (10h1)_30701,Hi (10h1),,1,,gr_Course_Hi-10h1_307,
UK-SP-06,Hi (10h1)_30702,Hi (10h1),,1,,gr_Course_Hi-10h1_307,
UK-SP-06,Pa (10h2)_30800,Pa (10h2),,1,,gr_Course_Pa-10h2_308,
UK-SP-06,Pa (10h2)_30801,Pa (10h2),,1,,gr_Course_Pa-10h2_308,
UK-SP-06,Pa (10h2)_30802,Pa (10h2),,1,,gr_Course_Pa-10h2_308,
UK-SP-06,Ps (10A)_30900,Ps (10A),,1,,gr_Course_Ps-10A_309,
UK-SP-06,Ar (10T)_31000,Ar (10T),,1,,gr_Course_Ar-10T_310,
UK-SP-06,Ar (10T)_31001,Ar (10T),,1,,gr_Course_Ar-10T_310,
UK-SP-06,Ar (10T)_31002,Ar (10T),,1,,gr_Course_Ar-10T_310,
UK-SP-06,Fr (10S)_31100,Fr (10S),,1,,gr_Course_Fr-10S_311,
UK-SP-06,Fr (10S)_31101,Fr (10S),,1,,gr_Course_Fr-10S_311,
UK-SP-06,Fr (10S)_31102,Fr (10S),,1,,gr_Course_Fr-10S_311,
UK-SP-06,Ge (10P)_31200,Ge (10P),,1,,gr_Course_Ge-10P_312,
UK-SP-06,Ge (10P)_31201,Ge (10P),,1,,gr_Course_Ge-10P_312,
UK-SP-06,Ge (10P)_31202,Ge (10P),,1,,gr_Course_Ge-10P_312,
UK-SP-06,Hi (10P)_31300,Hi (10P),,1,,gr_Course_Hi-10P_313,
UK-SP-06,Hi (10P)_31301,Hi (10P),,1,,gr_Course_Hi-10P_313,
UK-SP-06,Hi (10P)_31302,Hi (10P),,1,,gr_Course_Hi-10P_313,
UK-SP-06,Pe (10U)_31400,Pe (10U),,1,,gr_Course_Pe-10U_314,
UK-SP-06,Pe (10U)_31401,Pe (10U),,1,,gr_Course_Pe-10U_314,
UK-SP-06,Pe (10U)_31402,Pe (10U),,1,,gr_Course_Pe-10U_314,
UK-SP-06,Pe (10U)_31403,Pe (10U),,1,,gr_Course_Pe-10U_314,
UK-SP-06,Dv (10A)_31500,Dv (10A),,1,,gr_Course_Dv-10A_315,
UK-SP-06,Dv (10A)_31501,Dv (10A),,1,,gr_Course_Dv-10A_315,
UK-SP-06,Dv (10A)_31502,Dv (10A),,1,,gr_Course_Dv-10A_315,
UK-SP-06,Dv (10A)_31503,Dv (10A),,1,,gr_Course_Dv-10A_315,
UK-SP-06,Dv (10A)_31504,Dv (10A),,1,,gr_Course_Dv-10A_315,
UK-SP-06,Dv (10A)_31505,Dv (10A),,1,,gr_Course_Dv-10A_315,
UK-SP-06,Dr (10g1)_31600,Dr (10g1),,1,,gr_Course_Dr-10g1_316,
UK-SP-06,Dr (10g1)_31601,Dr (10g1),,1,,gr_Course_Dr-10g1_316,
UK-SP-06,Dr (10g1)_31602,Dr (10g1),,1,,gr_Course_Dr-10g1_316,
UK-SP-06,Pa (10h1)_31700,Pa (10h1),,1,,gr_Course_Pa-10h1_317,
UK-SP-06,Pa (10h1)_31701,Pa (10h1),,1,,gr_Course_Pa-10h1_317,
UK-SP-06,Pa (10h1)_31702,Pa (10h1),,1,,gr_Course_Pa-10h1_317,
UK-SP-06,En (10S)_31800,En (10S),,1,,gr_Course_En-10S_318,
UK-SP-06,En (10S)_31801,En (10S),,1,,gr_Course_En-10S_318,
UK-SP-06,En (10S)_31802,En (10S),,1,,gr_Course_En-10S_318,
UK-SP-06,En (10S)_31803,En (10S),,1,,gr_Course_En-10S_318,
UK-SP-06,En (10T)_31900,En (10T),,1,,gr_Course_En-10T_319,
UK-SP-06,En (10T)_31901,En (10T),,1,,gr_Course_En-10T_319,
UK-SP-06,En (10T)_31902,En (10T),,1,,gr_Course_En-10T_319,
UK-SP-06,En (10T)_31903,En (10T),,1,,gr_Course_En-10T_319,
UK-SP-06,En (10P)_32000,En (10P),,1,,gr_Course_En-10P_320,
UK-SP-06,En (10P)_32001,En (10P),,1,,gr_Course_En-10P_320,
UK-SP-06,En (10P)_32002,En (10P),,1,,gr_Course_En-10P_320,
UK-SP-06,En (10P)_32003,En (10P),,1,,gr_Course_En-10P_320,
UK-SP-06,En (10g1)_32100,En (10g1),,1,,gr_Course_En-10g1_321,
UK-SP-06,En (10g1)_32101,En (10g1),,1,,gr_Course_En-10g1_321,
UK-SP-06,En (10g1)_32102,En (10g1),,1,,gr_Course_En-10g1_321,
UK-SP-06,En (10g1)_32103,En (10g1),,1,,gr_Course_En-10g1_321,
UK-SP-06,Sk (10g2)_32200,Sk (10g2),,1,,gr_Course_Sk-10g2_322,
UK-SP-06,Sk (10g2)_32201,Sk (10g2),,1,,gr_Course_Sk-10g2_322,
UK-SP-06,It (10h3)_32300,It (10h3),,1,,gr_Course_It-10h3_323,
UK-SP-06,It (10h3)_32301,It (10h3),,1,,gr_Course_It-10h3_323,
UK-SP-06,It (10h3)_32302,It (10h3),,1,,gr_Course_It-10h3_323,
UK-SP-06,Ps (10L)_32400,Ps (10L),,1,,gr_Course_Ps-10L_324,
UK-SP-06,Ma (10S)_32500,Ma (10S),,1,,gr_Course_Ma-10S_325,
UK-SP-06,Ma (10S)_32501,Ma (10S),,1,,gr_Course_Ma-10S_325,
UK-SP-06,Ma (10S)_32502,Ma (10S),,1,,gr_Course_Ma-10S_325,
UK-SP-06,Ma (10T)_32600,Ma (10T),,1,,gr_Course_Ma-10T_326,
UK-SP-06,Ma (10T)_32601,Ma (10T),,1,,gr_Course_Ma-10T_326,
UK-SP-06,Ma (10T)_32602,Ma (10T),,1,,gr_Course_Ma-10T_326,
UK-SP-06,Ma (10P)_32700,Ma (10P),,1,,gr_Course_Ma-10P_327,
UK-SP-06,Ma (10P)_32701,Ma (10P),,1,,gr_Course_Ma-10P_327,
UK-SP-06,Ma (10P)_32702,Ma (10P),,1,,gr_Course_Ma-10P_327,
UK-SP-06,Ma (10g1)_32800,Ma (10g1),,1,,gr_Course_Ma-10g1_328,
UK-SP-06,Ma (10g1)_32801,Ma (10g1),,1,,gr_Course_Ma-10g1_328,
UK-SP-06,Ma (10g1)_32802,Ma (10g1),,1,,gr_Course_Ma-10g1_328,
UK-SP-06,Ps (10P)_33000,Ps (10P),,1,,gr_Course_Ps-10P_330,
UK-SP-06,Ps (10S)_33100,Ps (10S),,1,,gr_Course_Ps-10S_331,
UK-SP-06,Sd (10g2)_33200,Sd (10g2),,1,,gr_Course_Sd-10g2_332,
UK-SP-06,Sd (10g2)_33201,Sd (10g2),,1,,gr_Course_Sd-10g2_332,
UK-SP-06,Sd (10g2)_33202,Sd (10g2),,1,,gr_Course_Sd-10g2_332,
UK-SP-06,Sd (10g2)_33203,Sd (10g2),,1,,gr_Course_Sd-10g2_332,
UK-SP-06,Sd (10g2)_33204,Sd (10g2),,1,,gr_Course_Sd-10g2_332,
UK-SP-06,Sd (10T)_33300,Sd (10T),,1,,gr_Course_Sd-10T_333,
UK-SP-06,Sd (10T)_33301,Sd (10T),,1,,gr_Course_Sd-10T_333,
UK-SP-06,Sd (10T)_33302,Sd (10T),,1,,gr_Course_Sd-10T_333,
UK-SP-06,Sd (10T)_33303,Sd (10T),,1,,gr_Course_Sd-10T_333,
UK-SP-06,Sd (10T)_33304,Sd (10T),,1,,gr_Course_Sd-10T_333,
UK-SP-06,Sd (10P)_33400,Sd (10P),,1,,gr_Course_Sd-10P_334,
UK-SP-06,Sd (10P)_33401,Sd (10P),,1,,gr_Course_Sd-10P_334,
UK-SP-06,Sd (10P)_33402,Sd (10P),,1,,gr_Course_Sd-10P_334,
UK-SP-06,Sd (10P)_33403,Sd (10P),,1,,gr_Course_Sd-10P_334,
UK-SP-06,Sd (10P)_33404,Sd (10P),,1,,gr_Course_Sd-10P_334,
UK-SP-06,Sd (10g1)_33500,Sd (10g1),,1,,gr_Course_Sd-10g1_335,
UK-SP-06,Sd (10g1)_33501,Sd (10g1),,1,,gr_Course_Sd-10g1_335,
UK-SP-06,Sd (10g1)_33502,Sd (10g1),,1,,gr_Course_Sd-10g1_335,
UK-SP-06,Sd (10g1)_33503,Sd (10g1),,1,,gr_Course_Sd-10g1_335,
UK-SP-06,Sd (10g1)_33504,Sd (10g1),,1,,gr_Course_Sd-10g1_335,
UK-SP-06,Sk (10S)_33600,Sk (10S),,1,,gr_Course_Sk-10S_336,
UK-SP-06,Sk (10S)_33601,Sk (10S),,1,,gr_Course_Sk-10S_336,
UK-SP-06,Sk (10S)_33602,Sk (10S),,1,,gr_Course_Sk-10S_336,
UK-SP-06,Sx (10S)_33700,Sx (10S),,1,,gr_Course_Sx-10S_337,
UK-SP-06,Sx (10S)_33701,Sx (10S),,1,,gr_Course_Sx-10S_337,
UK-SP-06,Ps (10T)_33900,Ps (10T),,1,,gr_Course_Ps-10T_339,
UK-SP-06,Ps (10U)_34000,Ps (10U),,1,,gr_Course_Ps-10U_340,
UK-SP-06,Dt (10S)_34100,Dt (10S),,1,,gr_Course_Dt-10S_341,
UK-SP-06,Dt (10S)_34101,Dt (10S),,1,,gr_Course_Dt-10S_341,
UK-SP-06,Dt (10S)_34102,Dt (10S),,1,,gr_Course_Dt-10S_341,
UK-SP-06,Dt (10T)_34200,Dt (10T),,1,,gr_Course_Dt-10T_342,
UK-SP-06,Dt (10T)_34201,Dt (10T),,1,,gr_Course_Dt-10T_342,
UK-SP-06,Dt (10T)_34202,Dt (10T),,1,,gr_Course_Dt-10T_342,
UK-SP-06,Dt (10P)_34300,Dt (10P),,1,,gr_Course_Dt-10P_343,
UK-SP-06,Dt (10P)_34301,Dt (10P),,1,,gr_Course_Dt-10P_343,
UK-SP-06,Dt (10P)_34302,Dt (10P),,1,,gr_Course_Dt-10P_343,
UK-SP-06,Dt (10g1)_34400,Dt (10g1),,1,,gr_Course_Dt-10g1_344,
UK-SP-06,Dt (10g1)_34401,Dt (10g1),,1,,gr_Course_Dt-10g1_344,
UK-SP-06,Dt (10g1)_34402,Dt (10g1),,1,,gr_Course_Dt-10g1_344,
UK-SP-06,Dt (10g2)_34500,Dt (10g2),,1,,gr_Course_Dt-10g2_345,
UK-SP-06,Dt (10g2)_34501,Dt (10g2),,1,,gr_Course_Dt-10g2_345,
UK-SP-06,Dt (10g2)_34502,Dt (10g2),,1,,gr_Course_Dt-10g2_345,
UK-SP-06,It (10g3)_34600,It (10g3),,1,,gr_Course_It-10g3_346,
UK-SP-06,It (10g3)_34601,It (10g3),,1,,gr_Course_It-10g3_346,
UK-SP-06,It (10g3)_34602,It (10g3),,1,,gr_Course_It-10g3_346,
UK-SP-06,Pe (10S)_34700,Pe (10S),,1,,gr_Course_Pe-10S_347,
UK-SP-06,Pe (10T)_34800,Pe (10T),,1,,gr_Course_Pe-10T_348,
UK-SP-06,Pe (10P)_34900,Pe (10P),,1,,gr_Course_Pe-10P_349,
UK-SP-06,Re (10S)_35000,Re (10S),,1,,gr_Course_Re-10S_350,
UK-SP-06,Re (10S)_35001,Re (10S),,1,,gr_Course_Re-10S_350,
UK-SP-06,Re (10T)_35100,Re (10T),,1,,gr_Course_Re-10T_351,
UK-SP-06,Re (10T)_35101,Re (10T),,1,,gr_Course_Re-10T_351,
UK-SP-06,Re (10P)_35200,Re (10P),,1,,gr_Course_Re-10P_352,
UK-SP-06,Re (10P)_35201,Re (10P),,1,,gr_Course_Re-10P_352,
UK-SP-06,Re (10g1)_35300,Re (10g1),,1,,gr_Course_Re-10g1_353,
UK-SP-06,Re (10g1)_35301,Re (10g1),,1,,gr_Course_Re-10g1_353,
UK-SP-06,Dt (10A)_35400,Dt (10A),,1,,gr_Course_Dt-10A_354,
UK-SP-06,Dt (10A)_35401,Dt (10A),,1,,gr_Course_Dt-10A_354,
UK-SP-06,Dt (10A)_35402,Dt (10A),,1,,gr_Course_Dt-10A_354,
UK-SP-06,Dt (10U)_35500,Dt (10U),,1,,gr_Course_Dt-10U_355,
UK-SP-06,Dt (10U)_35501,Dt (10U),,1,,gr_Course_Dt-10U_355,
UK-SP-06,Dt (10U)_35502,Dt (10U),,1,,gr_Course_Dt-10U_355,
UK-SP-06,Dt (10L)_35600,Dt (10L),,1,,gr_Course_Dt-10L_356,
UK-SP-06,Dt (10L)_35601,Dt (10L),,1,,gr_Course_Dt-10L_356,
UK-SP-06,Dt (10L)_35602,Dt (10L),,1,,gr_Course_Dt-10L_356,
UK-SP-06,Dt (10h1)_35700,Dt (10h1),,1,,gr_Course_Dt-10h1_357,
UK-SP-06,Dt (10h1)_35701,Dt (10h1),,1,,gr_Course_Dt-10h1_357,
UK-SP-06,Dt (10h1)_35702,Dt (10h1),,1,,gr_Course_Dt-10h1_357,
UK-SP-06,Dt (10h2)_35800,Dt (10h2),,1,,gr_Course_Dt-10h2_358,
UK-SP-06,Dt (10h2)_35801,Dt (10h2),,1,,gr_Course_Dt-10h2_358,
UK-SP-06,Dt (10h2)_35802,Dt (10h2),,1,,gr_Course_Dt-10h2_358,
UK-SP-06,En (10A)_36100,En (10A),,1,,gr_Course_En-10A_361,
UK-SP-06,En (10A)_36101,En (10A),,1,,gr_Course_En-10A_361,
UK-SP-06,En (10A)_36102,En (10A),,1,,gr_Course_En-10A_361,
UK-SP-06,En (10A)_36103,En (10A),,1,,gr_Course_En-10A_361,
UK-SP-06,En (10U)_36200,En (10U),,1,,gr_Course_En-10U_362,
UK-SP-06,En (10U)_36201,En (10U),,1,,gr_Course_En-10U_362,
UK-SP-06,En (10U)_36202,En (10U),,1,,gr_Course_En-10U_362,
UK-SP-06,En (10U)_36203,En (10U),,1,,gr_Course_En-10U_362,
UK-SP-06,En (10L)_36300,En (10L),,1,,gr_Course_En-10L_363,
UK-SP-06,En (10L)_36301,En (10L),,1,,gr_Course_En-10L_363,
UK-SP-06,En (10L)_36302,En (10L),,1,,gr_Course_En-10L_363,
UK-SP-06,En (10L)_36303,En (10L),,1,,gr_Course_En-10L_363,
UK-SP-06,En (10h1)_36400,En (10h1),,1,,gr_Course_En-10h1_364,
UK-SP-06,En (10h1)_36401,En (10h1),,1,,gr_Course_En-10h1_364,
UK-SP-06,En (10h1)_36402,En (10h1),,1,,gr_Course_En-10h1_364,
UK-SP-06,En (10h1)_36403,En (10h1),,1,,gr_Course_En-10h1_364,
UK-SP-06,Ma (10A)_36500,Ma (10A),,1,,gr_Course_Ma-10A_365,
UK-SP-06,Ma (10A)_36501,Ma (10A),,1,,gr_Course_Ma-10A_365,
UK-SP-06,Ma (10A)_36502,Ma (10A),,1,,gr_Course_Ma-10A_365,
UK-SP-06,Ma (10U)_36600,Ma (10U),,1,,gr_Course_Ma-10U_366,
UK-SP-06,Ma (10U)_36601,Ma (10U),,1,,gr_Course_Ma-10U_366,
UK-SP-06,Ma (10U)_36602,Ma (10U),,1,,gr_Course_Ma-10U_366,
UK-SP-06,Ma (10L)_36700,Ma (10L),,1,,gr_Course_Ma-10L_367,
UK-SP-06,Ma (10L)_36701,Ma (10L),,1,,gr_Course_Ma-10L_367,
UK-SP-06,Ma (10L)_36702,Ma (10L),,1,,gr_Course_Ma-10L_367,
UK-SP-06,Ma (10h1)_36800,Ma (10h1),,1,,gr_Course_Ma-10h1_368,
UK-SP-06,Ma (10h1)_36801,Ma (10h1),,1,,gr_Course_Ma-10h1_368,
UK-SP-06,Ma (10h1)_36802,Ma (10h1),,1,,gr_Course_Ma-10h1_368,
UK-SP-06,Pe (10A)_36900,Pe (10A),,1,,gr_Course_Pe-10A_369,
UK-SP-06,Pe (10L)_37100,Pe (10L),,1,,gr_Course_Pe-10L_371,
UK-SP-06,Re (10A)_37200,Re (10A),,1,,gr_Course_Re-10A_372,
UK-SP-06,Re (10A)_37201,Re (10A),,1,,gr_Course_Re-10A_372,
UK-SP-06,Re (10U)_37300,Re (10U),,1,,gr_Course_Re-10U_373,
UK-SP-06,Re (10U)_37301,Re (10U),,1,,gr_Course_Re-10U_373,
UK-SP-06,Re (10L)_37400,Re (10L),,1,,gr_Course_Re-10L_374,
UK-SP-06,Re (10L)_37401,Re (10L),,1,,gr_Course_Re-10L_374,
UK-SP-06,Re (10h1)_37500,Re (10h1),,1,,gr_Course_Re-10h1_375,
UK-SP-06,Re (10h1)_37501,Re (10h1),,1,,gr_Course_Re-10h1_375,
UK-SP-06,Sd (10h1)_37600,Sd (10h1),,1,,gr_Course_Sd-10h1_376,
UK-SP-06,Sd (10h1)_37601,Sd (10h1),,1,,gr_Course_Sd-10h1_376,
UK-SP-06,Sd (10h1)_37602,Sd (10h1),,1,,gr_Course_Sd-10h1_376,
UK-SP-06,Sd (10h1)_37603,Sd (10h1),,1,,gr_Course_Sd-10h1_376,
UK-SP-06,Sd (10h1)_37604,Sd (10h1),,1,,gr_Course_Sd-10h1_376,
UK-SP-06,Sd (10U)_37700,Sd (10U),,1,,gr_Course_Sd-10U_377,
UK-SP-06,Sd (10U)_37701,Sd (10U),,1,,gr_Course_Sd-10U_377,
UK-SP-06,Sd (10U)_37702,Sd (10U),,1,,gr_Course_Sd-10U_377,
UK-SP-06,Sd (10U)_37703,Sd (10U),,1,,gr_Course_Sd-10U_377,
UK-SP-06,Sd (10U)_37704,Sd (10U),,1,,gr_Course_Sd-10U_377,
UK-SP-06,Sd (10L)_37800,Sd (10L),,1,,gr_Course_Sd-10L_378,
UK-SP-06,Sd (10L)_37801,Sd (10L),,1,,gr_Course_Sd-10L_378,
UK-SP-06,Sd (10L)_37802,Sd (10L),,1,,gr_Course_Sd-10L_378,
UK-SP-06,Sd (10L)_37803,Sd (10L),,1,,gr_Course_Sd-10L_378,
UK-SP-06,Sd (10L)_37804,Sd (10L),,1,,gr_Course_Sd-10L_378,
UK-SP-06,Sd (10h2)_37900,Sd (10h2),,1,,gr_Course_Sd-10h2_379,
UK-SP-06,Sd (10h2)_37901,Sd (10h2),,1,,gr_Course_Sd-10h2_379,
UK-SP-06,Sd (10h2)_37902,Sd (10h2),,1,,gr_Course_Sd-10h2_379,
UK-SP-06,Sd (10h2)_37903,Sd (10h2),,1,,gr_Course_Sd-10h2_379,
UK-SP-06,Sd (10h2)_37904,Sd (10h2),,1,,gr_Course_Sd-10h2_379,
UK-SP-06,Sx (10A)_38000,Sx (10A),,1,,gr_Course_Sx-10A_380,
UK-SP-06,Sx (10A)_38001,Sx (10A),,1,,gr_Course_Sx-10A_380,
UK-SP-06,Ar (11S)_38100,Ar (11S),,1,,gr_Course_Ar-11S_381,
UK-SP-06,Ar (11S)_38101,Ar (11S),,1,,gr_Course_Ar-11S_381,
UK-SP-06,Ar (11S)_38102,Ar (11S),,1,,gr_Course_Ar-11S_381,
UK-SP-06,Dr (11T)_38200,Dr (11T),,1,,gr_Course_Dr-11T_382,
UK-SP-06,Dr (11T)_38201,Dr (11T),,1,,gr_Course_Dr-11T_382,
UK-SP-06,Dr (11T)_38202,Dr (11T),,1,,gr_Course_Dr-11T_382,
UK-SP-06,Hi (11P)_38300,Hi (11P),,1,,gr_Course_Hi-11P_383,
UK-SP-06,Hi (11P)_38301,Hi (11P),,1,,gr_Course_Hi-11P_383,
UK-SP-06,Hi (11P)_38302,Hi (11P),,1,,gr_Course_Hi-11P_383,
UK-SP-06,Hi (11A)_38400,Hi (11A),,1,,gr_Course_Hi-11A_384,
UK-SP-06,Hi (11A)_38401,Hi (11A),,1,,gr_Course_Hi-11A_384,
UK-SP-06,Hi (11A)_38402,Hi (11A),,1,,gr_Course_Hi-11A_384,
UK-SP-06,Ge (11U)_38500,Ge (11U),,1,,gr_Course_Ge-11U_385,
UK-SP-06,Ge (11U)_38501,Ge (11U),,1,,gr_Course_Ge-11U_385,
UK-SP-06,Ge (11U)_38502,Ge (11U),,1,,gr_Course_Ge-11U_385,
UK-SP-06,Fr (11L)_38600,Fr (11L),,1,,gr_Course_Fr-11L_386,
UK-SP-06,Fr (11L)_38601,Fr (11L),,1,,gr_Course_Fr-11L_386,
UK-SP-06,Fr (11L)_38602,Fr (11L),,1,,gr_Course_Fr-11L_386,
UK-SP-06,Mu (11g1)_38700,Mu (11g1),,1,,gr_Course_Mu-11g1_387,
UK-SP-06,Mu (11g1)_38701,Mu (11g1),,1,,gr_Course_Mu-11g1_387,
UK-SP-06,Mu (11g1)_38702,Mu (11g1),,1,,gr_Course_Mu-11g1_387,
UK-SP-06,Da (11g2)_38800,Da (11g2),,1,,gr_Course_Da-11g2_388,
UK-SP-06,Da (11g2)_38801,Da (11g2),,1,,gr_Course_Da-11g2_388,
UK-SP-06,Da (11g2)_38802,Da (11g2),,1,,gr_Course_Da-11g2_388,
UK-SP-06,Cp (11h1)_38900,Cp (11h1),,1,,gr_Course_Cp-11h1_389,
UK-SP-06,Cp (11h1)_38901,Cp (11h1),,1,,gr_Course_Cp-11h1_389,
UK-SP-06,Cp (11h1)_38902,Cp (11h1),,1,,gr_Course_Cp-11h1_389,
UK-SP-06,Ps (11A)_39000,Ps (11A),,1,,gr_Course_Ps-11A_390,
UK-SP-06,Ar (11A)_39100,Ar (11A),,1,,gr_Course_Ar-11A_391,
UK-SP-06,Ar (11A)_39101,Ar (11A),,1,,gr_Course_Ar-11A_391,
UK-SP-06,Ar (11A)_39102,Ar (11A),,1,,gr_Course_Ar-11A_391,
UK-SP-06,Fr (11T)_39200,Fr (11T),,1,,gr_Course_Fr-11T_392,
UK-SP-06,Fr (11T)_39201,Fr (11T),,1,,gr_Course_Fr-11T_392,
UK-SP-06,Fr (11T)_39202,Fr (11T),,1,,gr_Course_Fr-11T_392,
UK-SP-06,Ge (11P)_39300,Ge (11P),,1,,gr_Course_Ge-11P_393,
UK-SP-06,Ge (11P)_39301,Ge (11P),,1,,gr_Course_Ge-11P_393,
UK-SP-06,Ge (11P)_39302,Ge (11P),,1,,gr_Course_Ge-11P_393,
UK-SP-06,Hi (11S)_39400,Hi (11S),,1,,gr_Course_Hi-11S_394,
UK-SP-06,Hi (11S)_39401,Hi (11S),,1,,gr_Course_Hi-11S_394,
UK-SP-06,Hi (11S)_39402,Hi (11S),,1,,gr_Course_Hi-11S_394,
UK-SP-06,J. (11U)_39500,J. (11U),,1,,gr_Course_J.-11U_395,
UK-SP-06,J. (11U)_39501,J. (11U),,1,,gr_Course_J.-11U_395,
UK-SP-06,J. (11U)_39502,J. (11U),,1,,gr_Course_J.-11U_395,
UK-SP-06,Pe (11L)_39600,Pe (11L),,1,,gr_Course_Pe-11L_396,
UK-SP-06,Pe (11L)_39601,Pe (11L),,1,,gr_Course_Pe-11L_396,
UK-SP-06,Pe (11L)_39602,Pe (11L),,1,,gr_Course_Pe-11L_396,
UK-SP-06,Pe (11L)_39603,Pe (11L),,1,,gr_Course_Pe-11L_396,
UK-SP-06,Dv (11g1)_39700,Dv (11g1),,1,,gr_Course_Dv-11g1_397,
UK-SP-06,Dv (11g1)_39701,Dv (11g1),,1,,gr_Course_Dv-11g1_397,
UK-SP-06,Dv (11g1)_39702,Dv (11g1),,1,,gr_Course_Dv-11g1_397,
UK-SP-06,Cp (11g2)_39800,Cp (11g2),,1,,gr_Course_Cp-11g2_398,
UK-SP-06,Cp (11g2)_39801,Cp (11g2),,1,,gr_Course_Cp-11g2_398,
UK-SP-06,Cp (11g2)_39802,Cp (11g2),,1,,gr_Course_Cp-11g2_398,
UK-SP-06,Dr (11h1)_39900,Dr (11h1),,1,,gr_Course_Dr-11h1_399,
UK-SP-06,Dr (11h1)_39901,Dr (11h1),,1,,gr_Course_Dr-11h1_399,
UK-SP-06,Dr (11h1)_39902,Dr (11h1),,1,,gr_Course_Dr-11h1_399,
UK-SP-06,Ps (11L)_40000,Ps (11L),,1,,gr_Course_Ps-11L_400,
UK-SP-06,Ps (11P)_40100,Ps (11P),,1,,gr_Course_Ps-11P_401,
UK-SP-06,Ps (11S)_40200,Ps (11S),,1,,gr_Course_Ps-11S_402,
UK-SP-06,Ps (11T)_40300,Ps (11T),,1,,gr_Course_Ps-11T_403,
UK-SP-06,Ps (11U)_40400,Ps (11U),,1,,gr_Course_Ps-11U_404,
UK-SP-06,Dt (11S)_40500,Dt (11S),,1,,gr_Course_Dt-11S_405,
UK-SP-06,Dt (11S)_40501,Dt (11S),,1,,gr_Course_Dt-11S_405,
UK-SP-06,Dt (11S)_40502,Dt (11S),,1,,gr_Course_Dt-11S_405,
UK-SP-06,Dt (11T)_40600,Dt (11T),,1,,gr_Course_Dt-11T_406,
UK-SP-06,Dt (11T)_40601,Dt (11T),,1,,gr_Course_Dt-11T_406,
UK-SP-06,Dt (11T)_40602,Dt (11T),,1,,gr_Course_Dt-11T_406,
UK-SP-06,Dt (11P)_40700,Dt (11P),,1,,gr_Course_Dt-11P_407,
UK-SP-06,Dt (11P)_40701,Dt (11P),,1,,gr_Course_Dt-11P_407,
UK-SP-06,Dt (11P)_40702,Dt (11P),,1,,gr_Course_Dt-11P_407,
UK-SP-06,Dt (11g1)_40800,Dt (11g1),,1,,gr_Course_Dt-11g1_408,
UK-SP-06,Dt (11g1)_40801,Dt (11g1),,1,,gr_Course_Dt-11g1_408,
UK-SP-06,Dt (11g1)_40802,Dt (11g1),,1,,gr_Course_Dt-11g1_408,
UK-SP-06,Dt (11g2)_40900,Dt (11g2),,1,,gr_Course_Dt-11g2_409,
UK-SP-06,Dt (11g2)_40901,Dt (11g2),,1,,gr_Course_Dt-11g2_409,
UK-SP-06,Dt (11g2)_40902,Dt (11g2),,1,,gr_Course_Dt-11g2_409,
UK-SP-06,En (11S)_41000,En (11S),,1,,gr_Course_En-11S_410,
