instance_id,resource_id,name,resource_type_ref
UK-SP-06,Class_8h1,8h1,Class
UK-SP-06,Class_8h2,8h2,Class
UK-SP-06,Class_8L,8L,Class
UK-SP-06,Class_8P,8P,Class
UK-SP-06,Class_8S,8S,Class
UK-SP-06,Class_8T,8T,Class
UK-SP-06,Class_8U,8U,Class
UK-SP-06,Class_9A,9A,Class
UK-SP-06,Class_9g1,9g1,Class
UK-SP-06,Class_9g2,9g2,Class
UK-SP-06,Class_9h1,9h1,Class
UK-SP-06,Class_9h2,9h2,Class
UK-SP-06,Class_9L,9L,Class
UK-SP-06,Class_9P,9P,Class
UK-SP-06,Class_9S,9S,Class
UK-SP-06,Class_9T,9T,Class
UK-SP-06,Class_9U,9U,Class
UK-SP-06,Room_4,4,Room
UK-SP-06,Room_5,5,Room
UK-SP-06,Room_6,6,Room
UK-SP-06,Room_7,7,Room
UK-SP-06,Room_8,8,Room
UK-SP-06,Room_9,9,Room
UK-SP-06,Room_10,10,Room
UK-SP-06,Room_11,11,Room
UK-SP-06,Room_12,12,Room
UK-SP-06,Room_13,13,Room
UK-SP-06,Room_14,14,Room
UK-SP-06,Room_15,15,Room
UK-SP-06,Room_16,16,Room
UK-SP-06,Room_17,17,Room
UK-SP-06,Room_SPH,SPH,Room
UK-SP-06,Room_10A,10A,Room
UK-SP-06,Room_23,23,Room
UK-SP-06,Room_24,24,Room
UK-SP-06,Room_25,25,Room
UK-SP-06,Room_26,26,Room
UK-SP-06,Room_27,27,Room
UK-SP-06,Room_28,28,Room
UK-SP-06,Room_30,30,Room
UK-SP-06,Room_31,31,Room
UK-SP-06,Room_LIB,LIB,Room
UK-SP-06,Room_33,33,Room
UK-SP-06,Room_34,34,Room
UK-SP-06,Room_35,35,Room
UK-SP-06,Room_36,36,Room
UK-SP-06,Room_37,37,Room
UK-SP-06,Room_38,38,Room
UK-SP-06,Room_39,39,Room
UK-SP-06,Room_40,40,Room
UK-SP-06,Room_41,41,Room
UK-SP-06,Room_42,42,Room
UK-SP-06,Room_45,45,Room
UK-SP-06,Room_46,46,Room
UK-SP-06,Room_49,49,Room
UK-SP-06,Room_51,51,Room
UK-SP-06,Room_53,53,Room
UK-SP-06,Room_54,54,Room
UK-SP-06,Room_56,56,Room
UK-SP-06,Room_57,57,Room
UK-SP-06,Room_58,58,Room
UK-SP-06,Room_59,59,Room
UK-SP-06,Room_60,60,Room
UK-SP-06,Room_61,61,Room
UK-SP-06,Room_62,62,Room
UK-SP-06,Room_63,63,Room
UK-SP-06,Room_64,64,Room
UK-SP-06,Room_20,20,Room
UK-SP-06,Room_65,65,Room
UK-SP-06,Room_D.STUDIO,D.STUDIO,Room
UK-SP-06,Room_18,18,Room
UK-SP-06,Room_19,19,Room
UK-SP-06,Room_DR1,DR1,Room
UK-SP-06,Room_DR2,DR2,Room
UK-SP-06,Room_CC,CC,Room
UK-SP-06,Room_extra1,extra1,Room
UK-SP-06,Room_extra2,extra2,Room
UK-SP-06,Room_extra3,extra3,Room
UK-SP-06,Room_extra4,extra4,Room
UK-SP-06,Room_extra5,extra5,Room
UK-SP-06,Room_extra6,extra6,Room
UK-SP-06,Room_extra7,extra7,Room
UK-SP-06,Room_extra8,extra8,Room
UK-SP-06,Room_extra9,extra9,Room
