instance_id,resource_id,name,resource_type_ref
US-WS-09,Room_10,Room_10,Room
US-WS-09,Room_11,Room_11,Room
US-WS-09,Room_12,Room_12,Room
US-WS-09,Room_13,Room_13,Room
US-WS-09,Room_14,Room_14,Room
US-WS-09,Room_15,Room_15,Room
US-WS-09,Room_16,Room_16,Room
US-WS-09,Room_17,Room_17,Room
US-WS-09,Room_18,Room_18,Room
US-WS-09,Room_19,Room_19,Room
US-WS-09,Room_20,Room_20,Room
US-WS-09,Room_21,Room_21,Room
US-WS-09,Room_22,Room_22,Room
US-WS-09,Room_23,Room_23,Room
US-WS-09,Room_24,Room_24,Room
US-WS-09,Room_25,Room_25,Room
US-WS-09,Room_26,Room_26,Room
US-WS-09,Room_27,Room_27,Room
US-WS-09,Room_28,Room_28,Room
US-WS-09,Room_29,Room_29,Room
US-WS-09,Room_30,Room_30,Room
US-WS-09,Room_31,Room_31,Room
US-WS-09,Room_32,Room_32,Room
US-WS-09,Room_33,Room_33,Room
US-WS-09,Room_34,Room_34,Room
US-WS-09,Room_35,Room_35,Room
US-WS-09,Room_36,Room_36,Room
US-WS-09,Room_37,Room_37,Room
US-WS-09,Room_38,Room_38,Room
US-WS-09,Room_39,Room_39,Room
US-WS-09,Room_40,Room_40,Room
US-WS-09,Room_41,Room_41,Room
US-WS-09,Room_42,Room_42,Room
US-WS-09,Room_43,Room_43,Room
US-WS-09,Room_44,Room_44,Room
US-WS-09,Room_45,Room_45,Room
US-WS-09,Room_46,Room_46,Room
US-WS-09,Room_47,Room_47,Room
US-WS-09,Room_48,Room_48,Room
US-WS-09,Room_49,Room_49,Room
US-WS-09,Room_50,Room_50,Room
US-WS-09,Room_51,Room_51,Room
US-WS-09,Room_52,Room_52,Room
US-WS-09,Room_53,Room_53,Room
US-WS-09,Room_54,Room_54,Room
US-WS-09,Room_55,Room_55,Room
US-WS-09,Room_56,Room_56,Room
US-WS-09,Room_57,Room_57,Room
US-WS-09,Room_58,Room_58,Room
US-WS-09,Room_59,Room_59,Room
US-WS-09,Room_60,Room_60,Room
US-WS-09,Room_61,Room_61,Room
US-WS-09,Room_62,Room_62,Room
US-WS-09,Room_63,Room_63,Room
US-WS-09,Room_64,Room_64,Room
US-WS-09,Room_65,Room_65,Room
US-WS-09,Room_66,Room_66,Room
US-WS-09,Room_67,Room_67,Room
US-WS-09,Room_68,Room_68,Room
US-WS-09,Room_69,Room_69,Room
US-WS-09,Room_70,Room_70,Room
US-WS-09,Room_71,Room_71,Room
US-WS-09,Room_72,Room_72,Room
US-WS-09,Room_73,Room_73,Room
US-WS-09,Room_74,Room_74,Room
US-WS-09,Room_75,Room_75,Room
US-WS-09,Room_76,Room_76,Room
US-WS-09,Room_77,Room_77,Room
US-WS-09,Room_78,Room_78,Room
US-WS-09,Room_79,Room_79,Room
US-WS-09,Room_80,Room_80,Room
US-WS-09,Room_81,Room_81,Room
US-WS-09,Room_82,Room_82,Room
US-WS-09,Room_83,Room_83,Room
US-WS-09,Room_84,Room_84,Room
US-WS-09,Room_85,Room_85,Room
US-WS-09,Room_86,Room_86,Room
US-WS-09,Room_87,Room_87,Room
US-WS-09,Room_88,Room_88,Room
US-WS-09,Room_89,Room_89,Room
US-WS-09,Room_90,Room_90,Room
US-WS-09,Room_91,Room_91,Room
US-WS-09,Room_92,Room_92,Room
US-WS-09,Room_93,Room_93,Room
US-WS-09,Room_94,Room_94,Room
US-WS-09,Room_95,Room_95,Room
US-WS-09,Room_96,Room_96,Room
US-WS-09,Room_97,Room_97,Room
US-WS-09,Room_98,Room_98,Room
US-WS-09,Room_99,Room_99,Room
US-WS-09,Room_100,Room_100,Room
US-WS-09,Room_101,Room_101,Room
US-WS-09,Room_102,Room_102,Room
US-WS-09,Room_103,Room_103,Room
US-WS-09,Room_104,Room_104,Room
US-WS-09,Room_105,Room_105,Room
US-WS-09,Room_106,Room_106,Room
US-WS-09,Room_107,Room_107,Room
