instance_id,time_id,group_id,membership_type
US-WS-09,Tue5,gr_TimesDurationTwo,TimeGroup
US-WS-09,Tue5,gr_TimesDurationThree,TimeGroup
US-WS-09,Tue5,gr_TimesDurationFour,TimeGroup
US-WS-09,Tue6,Day_1,Day
US-WS-09,Tue6,gr_TimesDurationTwo,TimeGroup
US-WS-09,Tue6,gr_TimesDurationThree,TimeGroup
US-WS-09,Tue6,gr_TimesDurationFour,TimeGroup
US-WS-09,Tue7,Day_1,Day
US-WS-09,Tue7,gr_TimesDurationTwo,TimeGroup
US-WS-09,Tue7,gr_TimesDurationThree,TimeGroup
US-WS-09,Tue7,gr_TimesDurationFour,TimeGroup
US-WS-09,Tue8,Day_1,Day
US-WS-09,Tue8,gr_TimesDurationTwo,TimeGroup
US-WS-09,Tue8,gr_TimesDurationThree,TimeGroup
US-WS-09,Tue8,gr_TimesDurationFour,TimeGroup
US-WS-09,Tue9,Day_1,Day
US-WS-09,Tue9,gr_TimesDurationTwo,TimeGroup
US-WS-09,Tue9,gr_TimesDurationThree,TimeGroup
US-WS-09,Tue9,gr_TimesDurationFour,TimeGroup
US-WS-09,Tue10,Day_1,Day
US-WS-09,Tue10,gr_TimesDurationTwo,TimeGroup
US-WS-09,Tue10,gr_TimesDurationThree,TimeGroup
US-WS-09,Tue10,gr_TimesDurationFour,TimeGroup
US-WS-09,Tue11,Day_1,Day
US-WS-09,Tue11,gr_TimesDurationTwo,TimeGroup
US-WS-09,Tue11,gr_TimesDurationThree,TimeGroup
US-WS-09,Tue11,gr_TimesDurationFour,TimeGroup
US-WS-09,Tue12,Day_1,Day
US-WS-09,Tue12,gr_TimesDurationTwo,TimeGroup
US-WS-09,Tue12,gr_TimesDurationThree,TimeGroup
US-WS-09,Tue12,gr_TimesDurationFour,TimeGroup
US-WS-09,Tue13,Day_1,Day
US-WS-09,Tue13,gr_TimesDurationTwo,TimeGroup
US-WS-09,Tue13,gr_TimesDurationThree,TimeGroup
US-WS-09,Tue13,gr_TimesDurationFour,TimeGroup
US-WS-09,Tue14,Day_1,Day
US-WS-09,Tue14,gr_TimesDurationTwo,TimeGroup
US-WS-09,Tue14,gr_TimesDurationThree,TimeGroup
US-WS-09,Tue14,gr_TimesDurationFour,TimeGroup
US-WS-09,Tue15,Day_1,Day
US-WS-09,Tue15,gr_TimesDurationTwo,TimeGroup
US-WS-09,Tue15,gr_TimesDurationThree,TimeGroup
US-WS-09,Tue15,gr_TimesDurationFour,TimeGroup
US-WS-09,Tue16,Day_1,Day
US-WS-09,Tue16,gr_TimesDurationTwo,TimeGroup
US-WS-09,Tue16,gr_TimesDurationThree,TimeGroup
US-WS-09,Tue16,gr_TimesDurationFour,TimeGroup
US-WS-09,Tue17,Day_1,Day
US-WS-09,Tue17,gr_TimesDurationTwo,TimeGroup
US-WS-09,Tue17,gr_TimesDurationThree,TimeGroup
US-WS-09,Tue17,gr_TimesDurationFour,TimeGroup
US-WS-09,Tue18,Day_1,Day
US-WS-09,Tue18,gr_TimesDurationTwo,TimeGroup
US-WS-09,Tue18,gr_TimesDurationThree,TimeGroup
US-WS-09,Tue19,Day_1,Day
US-WS-09,Tue19,gr_TimesDurationTwo,TimeGroup
US-WS-09,Tue20,Day_1,Day
US-WS-09,Wed1,Day_2,Day
US-WS-09,Wed1,gr_TimesDurationTwo,TimeGroup
US-WS-09,Wed1,gr_TimesDurationThree,TimeGroup
US-WS-09,Wed1,gr_TimesDurationFour,TimeGroup
US-WS-09,Wed2,Day_2,Day
US-WS-09,Wed2,gr_TimesDurationTwo,TimeGroup
US-WS-09,Wed2,gr_TimesDurationThree,TimeGroup
US-WS-09,Wed2,gr_TimesDurationFour,TimeGroup
US-WS-09,Wed3,Day_2,Day
US-WS-09,Wed3,gr_TimesDurationTwo,TimeGroup
US-WS-09,Wed3,gr_TimesDurationThree,TimeGroup
US-WS-09,Wed3,gr_TimesDurationFour,TimeGroup
US-WS-09,Wed4,Day_2,Day
US-WS-09,Wed4,gr_TimesDurationTwo,TimeGroup
US-WS-09,Wed4,gr_TimesDurationThree,TimeGroup
US-WS-09,Wed4,gr_TimesDurationFour,TimeGroup
US-WS-09,Wed5,Day_2,Day
US-WS-09,Wed5,gr_TimesDurationTwo,TimeGroup
US-WS-09,Wed5,gr_TimesDurationThree,TimeGroup
US-WS-09,Wed5,gr_TimesDurationFour,TimeGroup
US-WS-09,Wed6,Day_2,Day
US-WS-09,Wed6,gr_TimesDurationTwo,TimeGroup
US-WS-09,Wed6,gr_TimesDurationThree,TimeGroup
US-WS-09,Wed6,gr_TimesDurationFour,TimeGroup
US-WS-09,Wed7,Day_2,Day
US-WS-09,Wed7,gr_TimesDurationTwo,TimeGroup
US-WS-09,Wed7,gr_TimesDurationThree,TimeGroup
US-WS-09,Wed7,gr_TimesDurationFour,TimeGroup
US-WS-09,Wed8,Day_2,Day
US-WS-09,Wed8,gr_TimesDurationTwo,TimeGroup
US-WS-09,Wed8,gr_TimesDurationThree,TimeGroup
US-WS-09,Wed8,gr_TimesDurationFour,TimeGroup
US-WS-09,Wed9,Day_2,Day
US-WS-09,Wed9,gr_TimesDurationTwo,TimeGroup
US-WS-09,Wed9,gr_TimesDurationThree,TimeGroup
US-WS-09,Wed9,gr_TimesDurationFour,TimeGroup
US-WS-09,Wed10,Day_2,Day
US-WS-09,Wed10,gr_TimesDurationTwo,TimeGroup
US-WS-09,Wed10,gr_TimesDurationThree,TimeGroup
US-WS-09,Wed10,gr_TimesDurationFour,TimeGroup
US-WS-09,Wed11,Day_2,Day
US-WS-09,Wed11,gr_TimesDurationTwo,TimeGroup
US-WS-09,Wed11,gr_TimesDurationThree,TimeGroup
US-WS-09,Wed11,gr_TimesDurationFour,TimeGroup
US-WS-09,Wed12,Day_2,Day
US-WS-09,Wed12,gr_TimesDurationTwo,TimeGroup
US-WS-09,Wed12,gr_TimesDurationThree,TimeGroup
US-WS-09,Wed12,gr_TimesDurationFour,TimeGroup
US-WS-09,Wed13,Day_2,Day
US-WS-09,Wed13,gr_TimesDurationTwo,TimeGroup
US-WS-09,Wed13,gr_TimesDurationThree,TimeGroup
US-WS-09,Wed13,gr_TimesDurationFour,TimeGroup
US-WS-09,Wed14,Day_2,Day
US-WS-09,Wed14,gr_TimesDurationTwo,TimeGroup
US-WS-09,Wed14,gr_TimesDurationThree,TimeGroup
US-WS-09,Wed14,gr_TimesDurationFour,TimeGroup
US-WS-09,Wed15,Day_2,Day
US-WS-09,Wed15,gr_TimesDurationTwo,TimeGroup
US-WS-09,Wed15,gr_TimesDurationThree,TimeGroup
US-WS-09,Wed15,gr_TimesDurationFour,TimeGroup
US-WS-09,Wed16,Day_2,Day
US-WS-09,Wed16,gr_TimesDurationTwo,TimeGroup
US-WS-09,Wed16,gr_TimesDurationThree,TimeGroup
US-WS-09,Wed16,gr_TimesDurationFour,TimeGroup
US-WS-09,Wed17,Day_2,Day
US-WS-09,Wed17,gr_TimesDurationTwo,TimeGroup
US-WS-09,Wed17,gr_TimesDurationThree,TimeGroup
US-WS-09,Wed17,gr_TimesDurationFour,TimeGroup
US-WS-09,Wed18,Day_2,Day
US-WS-09,Wed18,gr_TimesDurationTwo,TimeGroup
US-WS-09,Wed18,gr_TimesDurationThree,TimeGroup
US-WS-09,Wed19,Day_2,Day
US-WS-09,Wed19,gr_TimesDurationTwo,TimeGroup
US-WS-09,Wed20,Day_2,Day
US-WS-09,Thu1,Day_3,Day
US-WS-09,Thu1,gr_TimesDurationTwo,TimeGroup
US-WS-09,Thu1,gr_TimesDurationThree,TimeGroup
US-WS-09,Thu1,gr_TimesDurationFour,TimeGroup
US-WS-09,Thu2,Day_3,Day
US-WS-09,Thu2,gr_TimesDurationTwo,TimeGroup
US-WS-09,Thu2,gr_TimesDurationThree,TimeGroup
US-WS-09,Thu2,gr_TimesDurationFour,TimeGroup
US-WS-09,Thu3,Day_3,Day
US-WS-09,Thu3,gr_TimesDurationTwo,TimeGroup
US-WS-09,Thu3,gr_TimesDurationThree,TimeGroup
US-WS-09,Thu3,gr_TimesDurationFour,TimeGroup
US-WS-09,Thu4,Day_3,Day
US-WS-09,Thu4,gr_TimesDurationTwo,TimeGroup
US-WS-09,Thu4,gr_TimesDurationThree,TimeGroup
US-WS-09,Thu4,gr_TimesDurationFour,TimeGroup
US-WS-09,Thu5,Day_3,Day
US-WS-09,Thu5,gr_TimesDurationTwo,TimeGroup
US-WS-09,Thu5,gr_TimesDurationThree,TimeGroup
US-WS-09,Thu5,gr_TimesDurationFour,TimeGroup
US-WS-09,Thu6,Day_3,Day
US-WS-09,Thu6,gr_TimesDurationTwo,TimeGroup
US-WS-09,Thu6,gr_TimesDurationThree,TimeGroup
US-WS-09,Thu6,gr_TimesDurationFour,TimeGroup
US-WS-09,Thu7,Day_3,Day
US-WS-09,Thu7,gr_TimesDurationTwo,TimeGroup
US-WS-09,Thu7,gr_TimesDurationThree,TimeGroup
US-WS-09,Thu7,gr_TimesDurationFour,TimeGroup
US-WS-09,Thu8,Day_3,Day
US-WS-09,Thu8,gr_TimesDurationTwo,TimeGroup
US-WS-09,Thu8,gr_TimesDurationThree,TimeGroup
US-WS-09,Thu8,gr_TimesDurationFour,TimeGroup
US-WS-09,Thu9,Day_3,Day
US-WS-09,Thu9,gr_TimesDurationTwo,TimeGroup
US-WS-09,Thu9,gr_TimesDurationThree,TimeGroup
US-WS-09,Thu9,gr_TimesDurationFour,TimeGroup
US-WS-09,Thu10,Day_3,Day
US-WS-09,Thu10,gr_TimesDurationTwo,TimeGroup
US-WS-09,Thu10,gr_TimesDurationThree,TimeGroup
US-WS-09,Thu10,gr_TimesDurationFour,TimeGroup
US-WS-09,Thu11,Day_3,Day
US-WS-09,Thu11,gr_TimesDurationTwo,TimeGroup
US-WS-09,Thu11,gr_TimesDurationThree,TimeGroup
US-WS-09,Thu11,gr_TimesDurationFour,TimeGroup
US-WS-09,Thu12,Day_3,Day
US-WS-09,Thu12,gr_TimesDurationTwo,TimeGroup
US-WS-09,Thu12,gr_TimesDurationThree,TimeGroup
US-WS-09,Thu12,gr_TimesDurationFour,TimeGroup
US-WS-09,Thu13,Day_3,Day
US-WS-09,Thu13,gr_TimesDurationTwo,TimeGroup
US-WS-09,Thu13,gr_TimesDurationThree,TimeGroup
US-WS-09,Thu13,gr_TimesDurationFour,TimeGroup
US-WS-09,Thu14,Day_3,Day
US-WS-09,Thu14,gr_TimesDurationTwo,TimeGroup
US-WS-09,Thu14,gr_TimesDurationThree,TimeGroup
US-WS-09,Thu14,gr_TimesDurationFour,TimeGroup
US-WS-09,Thu15,Day_3,Day
US-WS-09,Thu15,gr_TimesDurationTwo,TimeGroup
US-WS-09,Thu15,gr_TimesDurationThree,TimeGroup
US-WS-09,Thu15,gr_TimesDurationFour,TimeGroup
US-WS-09,Thu16,Day_3,Day
US-WS-09,Thu16,gr_TimesDurationTwo,TimeGroup
US-WS-09,Thu16,gr_TimesDurationThree,TimeGroup
US-WS-09,Thu16,gr_TimesDurationFour,TimeGroup
US-WS-09,Thu17,Day_3,Day
US-WS-09,Thu17,gr_TimesDurationTwo,TimeGroup
US-WS-09,Thu17,gr_TimesDurationThree,TimeGroup
US-WS-09,Thu17,gr_TimesDurationFour,TimeGroup
US-WS-09,Thu18,Day_3,Day
US-WS-09,Thu18,gr_TimesDurationTwo,TimeGroup
US-WS-09,Thu18,gr_TimesDurationThree,TimeGroup
US-WS-09,Thu19,Day_3,Day
US-WS-09,Thu19,gr_TimesDurationTwo,TimeGroup
US-WS-09,Thu20,Day_3,Day
US-WS-09,Fri1,Day_4,Day
US-WS-09,Fri1,gr_TimesDurationTwo,TimeGroup
US-WS-09,Fri1,gr_TimesDurationThree,TimeGroup
US-WS-09,Fri1,gr_TimesDurationFour,TimeGroup
US-WS-09,Fri2,Day_4,Day
US-WS-09,Fri2,gr_TimesDurationTwo,TimeGroup
US-WS-09,Fri2,gr_TimesDurationThree,TimeGroup
US-WS-09,Fri2,gr_TimesDurationFour,TimeGroup
US-WS-09,Fri3,Day_4,Day
US-WS-09,Fri3,gr_TimesDurationTwo,TimeGroup
US-WS-09,Fri3,gr_TimesDurationThree,TimeGroup
US-WS-09,Fri3,gr_TimesDurationFour,TimeGroup
US-WS-09,Fri4,Day_4,Day
US-WS-09,Fri4,gr_TimesDurationTwo,TimeGroup
US-WS-09,Fri4,gr_TimesDurationThree,TimeGroup
US-WS-09,Fri4,gr_TimesDurationFour,TimeGroup
US-WS-09,Fri5,Day_4,Day
US-WS-09,Fri5,gr_TimesDurationTwo,TimeGroup
US-WS-09,Fri5,gr_TimesDurationThree,TimeGroup
US-WS-09,Fri5,gr_TimesDurationFour,TimeGroup
US-WS-09,Fri6,Day_4,Day
US-WS-09,Fri6,gr_TimesDurationTwo,TimeGroup
US-WS-09,Fri6,gr_TimesDurationThree,TimeGroup
US-WS-09,Fri6,gr_TimesDurationFour,TimeGroup
US-WS-09,Fri7,Day_4,Day
US-WS-09,Fri7,gr_TimesDurationTwo,TimeGroup
US-WS-09,Fri7,gr_TimesDurationThree,TimeGroup
US-WS-09,Fri7,gr_TimesDurationFour,TimeGroup
US-WS-09,Fri8,Day_4,Day
US-WS-09,Fri8,gr_TimesDurationTwo,TimeGroup
US-WS-09,Fri8,gr_TimesDurationThree,TimeGroup
US-WS-09,Fri8,gr_TimesDurationFour,TimeGroup
US-WS-09,Fri9,Day_4,Day
US-WS-09,Fri9,gr_TimesDurationTwo,TimeGroup
US-WS-09,Fri9,gr_TimesDurationThree,TimeGroup
US-WS-09,Fri9,gr_TimesDurationFour,TimeGroup
US-WS-09,Fri10,Day_4,Day
US-WS-09,Fri10,gr_TimesDurationTwo,TimeGroup
US-WS-09,Fri10,gr_TimesDurationThree,TimeGroup
US-WS-09,Fri10,gr_TimesDurationFour,TimeGroup
US-WS-09,Fri11,Day_4,Day
US-WS-09,Fri11,gr_TimesDurationTwo,TimeGroup
US-WS-09,Fri11,gr_TimesDurationThree,TimeGroup
US-WS-09,Fri11,gr_TimesDurationFour,TimeGroup
US-WS-09,Fri12,Day_4,Day
US-WS-09,Fri12,gr_TimesDurationTwo,TimeGroup
US-WS-09,Fri12,gr_TimesDurationThree,TimeGroup
US-WS-09,Fri12,gr_TimesDurationFour,TimeGroup
US-WS-09,Fri13,Day_4,Day
US-WS-09,Fri13,gr_TimesDurationTwo,TimeGroup
US-WS-09,Fri13,gr_TimesDurationThree,TimeGroup
US-WS-09,Fri13,gr_TimesDurationFour,TimeGroup
US-WS-09,Fri14,Day_4,Day
US-WS-09,Fri14,gr_TimesDurationTwo,TimeGroup
US-WS-09,Fri14,gr_TimesDurationThree,TimeGroup
US-WS-09,Fri14,gr_TimesDurationFour,TimeGroup
US-WS-09,Fri15,Day_4,Day
US-WS-09,Fri15,gr_TimesDurationTwo,TimeGroup
US-WS-09,Fri15,gr_TimesDurationThree,TimeGroup
US-WS-09,Fri15,gr_TimesDurationFour,TimeGroup
US-WS-09,Fri16,Day_4,Day
US-WS-09,Fri16,gr_TimesDurationTwo,TimeGroup
US-WS-09,Fri16,gr_TimesDurationThree,TimeGroup
US-WS-09,Fri16,gr_TimesDurationFour,TimeGroup
US-WS-09,Fri17,Day_4,Day
US-WS-09,Fri17,gr_TimesDurationTwo,TimeGroup
US-WS-09,Fri17,gr_TimesDurationThree,TimeGroup
US-WS-09,Fri17,gr_TimesDurationFour,TimeGroup
US-WS-09,Fri18,Day_4,Day
US-WS-09,Fri18,gr_TimesDurationTwo,TimeGroup
US-WS-09,Fri18,gr_TimesDurationThree,TimeGroup
US-WS-09,Fri19,Day_4,Day
US-WS-09,Fri19,gr_TimesDurationTwo,TimeGroup
US-WS-09,Fri20,Day_4,Day
