instance_id,resource_id,name,resource_type_ref
FinlandCollege_XHSTT2012,SAA,SAA,Teacher
FinlandCollege_XHSTT2012,SAL,SAL,Teacher
FinlandCollege_XHSTT2012,SEP,SEP,Teacher
FinlandCollege_XHSTT2012,SSA,SSA,Teacher
FinlandCollege_XHSTT2012,TEP,TEP,Teacher
FinlandCollege_XHSTT2012,VUO,VUO,Teacher
FinlandCollege_XHSTT2012,X01,X01,Teacher
FinlandCollege_XHSTT2012,X02,X02,Teacher
FinlandCollege_XHSTT2012,X03,X03,Teacher
FinlandCollege_XHSTT2012,X04,X04,Teacher
FinlandCollege_XHSTT2012,YMY,YMY,Teacher
FinlandCollege_XHSTT2012,S1A,S1A,Class
FinlandCollege_XHSTT2012,S1B,S1B,Class
FinlandCollege_XHSTT2012,S1C,S1C,Class
FinlandCollege_XHSTT2012,S1D,S1D,Class
FinlandCollege_XHSTT2012,SAA1,SAA1,Class
FinlandCollege_XHSTT2012,SAA2,SAA2,Class
FinlandCollege_XHSTT2012,SAB1,SAB1,Class
FinlandCollege_XHSTT2012,SAB2,SAB2,Class
FinlandCollege_XHSTT2012,SAC1,SAC1,Class
FinlandCollege_XHSTT2012,SAD1,SAD1,Class
FinlandCollege_XHSTT2012,SAH,SAH,Class
FinlandCollege_XHSTT2012,SAM,SAM,Class
FinlandCollege_XHSTT2012,SDA2,SDA2,Class
FinlandCollege_XHSTT2012,SKMY,SKMY,Class
FinlandCollege_XHSTT2012,SKTE,SKTE,Class
FinlandCollege_XHSTT2012,SO2C,SO2C,Class
FinlandCollege_XHSTT2012,SO2D,SO2D,Class
FinlandCollege_XHSTT2012,SO2J,SO2J,Class
FinlandCollege_XHSTT2012,SO2L,SO2L,Class
FinlandCollege_XHSTT2012,SO2M,SO2M,Class
FinlandCollege_XHSTT2012,SO3J,SO3J,Class
FinlandCollege_XHSTT2012,SO3L,SO3L,Class
FinlandCollege_XHSTT2012,SO3M,SO3M,Class
FinlandCollege_XHSTT2012,SO3S,SO3S,Class
FinlandCollege_XHSTT2012,SY2J,SY2J,Class
FinlandCollege_XHSTT2012,SY2L,SY2L,Class
FinlandCollege_XHSTT2012,SY2M,SY2M,Class
FinlandCollege_XHSTT2012,SY2P,SY2P,Class
FinlandCollege_XHSTT2012,SY2S,SY2S,Class
FinlandCollege_XHSTT2012,SY2T,SY2T,Class
FinlandCollege_XHSTT2012,SYRI,SYRI,Class
FinlandCollege_XHSTT2012,R024,R024,Room
FinlandCollege_XHSTT2012,R110,R110,Room
FinlandCollege_XHSTT2012,R111,R111,Room
FinlandCollege_XHSTT2012,R112,R112,Room
FinlandCollege_XHSTT2012,R113,R113,Room
FinlandCollege_XHSTT2012,R201,R201,Room
FinlandCollege_XHSTT2012,R207,R207,Room
FinlandCollege_XHSTT2012,R209,R209,Room
FinlandCollege_XHSTT2012,R213,R213,Room
FinlandCollege_XHSTT2012,R217,R217,Room
FinlandCollege_XHSTT2012,R301,R301,Room
FinlandCollege_XHSTT2012,R302,R302,Room
FinlandCollege_XHSTT2012,R303,R303,Room
FinlandCollege_XHSTT2012,R305,R305,Room
FinlandCollege_XHSTT2012,R307,R307,Room
FinlandCollege_XHSTT2012,R308,R308,Room
FinlandCollege_XHSTT2012,R309,R309,Room
FinlandCollege_XHSTT2012,R311,R311,Room
FinlandCollege_XHSTT2012,R313,R313,Room
FinlandCollege_XHSTT2012,R314,R314,Room
FinlandCollege_XHSTT2012,R315,R315,Room
FinlandCollege_XHSTT2012,R401,R401,Room
FinlandCollege_XHSTT2012,R403,R403,Room
FinlandCollege_XHSTT2012,R405,R405,Room
FinlandCollege_XHSTT2012,R407,R407,Room
FinlandCollege_XHSTT2012,R409,R409,Room
FinlandCollege_XHSTT2012,R411,R411,Room
FinlandCollege_XHSTT2012,R413,R413,Room
FinlandCollege_XHSTT2012,RB30,RB30,Room
FinlandCollege_XHSTT2012,RB31,RB31,Room
FinlandCollege_XHSTT2012,RHII,RHII,Room
FinlandCollege_XHSTT2012,RHOT,RHOT,Room
FinlandCollege_XHSTT2012,RPUH,RPUH,Room
FinlandCollege_XHSTT2012,RSTU,RSTU,Room
