instance_id,resource_id,resource_group_id
FinlandCollege_XHSTT2012,SEP,gr_Teachers
FinlandCollege_XHSTT2012,SSA,gr_Teachers
FinlandCollege_XHSTT2012,TEP,gr_Teachers
FinlandCollege_XHSTT2012,VUO,gr_Teachers
FinlandCollege_XHSTT2012,X01,gr_Teachers
FinlandCollege_XHSTT2012,X02,gr_Teachers
FinlandCollege_XHSTT2012,X03,gr_Teachers
FinlandCollege_XHSTT2012,X04,gr_Teachers
FinlandCollege_XHSTT2012,YMY,gr_Teachers
FinlandCollege_XHSTT2012,S1A,gr_Classes
FinlandCollege_XHSTT2012,S1B,gr_Classes
FinlandCollege_XHSTT2012,S1C,gr_Classes
FinlandCollege_XHSTT2012,S1D,gr_Classes
FinlandCollege_XHSTT2012,SAA1,gr_Classes
FinlandCollege_XHSTT2012,SAA2,gr_Classes
FinlandCollege_XHSTT2012,SAB1,gr_Classes
FinlandCollege_XHSTT2012,SAB2,gr_Classes
FinlandCollege_XHSTT2012,SAC1,gr_Classes
FinlandCollege_XHSTT2012,SAD1,gr_Classes
FinlandCollege_XHSTT2012,SAH,gr_Classes
FinlandCollege_XHSTT2012,SAM,gr_Classes
FinlandCollege_XHSTT2012,SDA2,gr_Classes
FinlandCollege_XHSTT2012,SKMY,gr_Classes
FinlandCollege_XHSTT2012,SKTE,gr_Classes
FinlandCollege_XHSTT2012,SO2C,gr_Classes
FinlandCollege_XHSTT2012,SO2D,gr_Classes
FinlandCollege_XHSTT2012,SO2J,gr_Classes
FinlandCollege_XHSTT2012,SO2L,gr_Classes
FinlandCollege_XHSTT2012,SO2M,gr_Classes
FinlandCollege_XHSTT2012,SO3J,gr_Classes
FinlandCollege_XHSTT2012,SO3L,gr_Classes
FinlandCollege_XHSTT2012,SO3M,gr_Classes
FinlandCollege_XHSTT2012,SO3S,gr_Classes
FinlandCollege_XHSTT2012,SY2J,gr_Classes
FinlandCollege_XHSTT2012,SY2L,gr_Classes
FinlandCollege_XHSTT2012,SY2M,gr_Classes
FinlandCollege_XHSTT2012,SY2P,gr_Classes
FinlandCollege_XHSTT2012,SY2S,gr_Classes
FinlandCollege_XHSTT2012,SY2T,gr_Classes
FinlandCollege_XHSTT2012,SYRI,gr_Classes
FinlandCollege_XHSTT2012,R024,gr_Rooms
FinlandCollege_XHSTT2012,R110,gr_Rooms
FinlandCollege_XHSTT2012,R111,gr_Rooms
FinlandCollege_XHSTT2012,R112,gr_Rooms
FinlandCollege_XHSTT2012,R113,gr_Rooms
FinlandCollege_XHSTT2012,R201,gr_Rooms
FinlandCollege_XHSTT2012,R207,gr_Rooms
FinlandCollege_XHSTT2012,R209,gr_Rooms
FinlandCollege_XHSTT2012,R213,gr_Rooms
FinlandCollege_XHSTT2012,R217,gr_Rooms
FinlandCollege_XHSTT2012,R301,gr_Rooms
FinlandCollege_XHSTT2012,R302,gr_Rooms
FinlandCollege_XHSTT2012,R303,gr_Rooms
FinlandCollege_XHSTT2012,R305,gr_Rooms
FinlandCollege_XHSTT2012,R307,gr_Rooms
FinlandCollege_XHSTT2012,R308,gr_Rooms
FinlandCollege_XHSTT2012,R309,gr_Rooms
FinlandCollege_XHSTT2012,R311,gr_Rooms
FinlandCollege_XHSTT2012,R313,gr_Rooms
FinlandCollege_XHSTT2012,R314,gr_Rooms
FinlandCollege_XHSTT2012,R315,gr_Rooms
FinlandCollege_XHSTT2012,R401,gr_Rooms
FinlandCollege_XHSTT2012,R403,gr_Rooms
FinlandCollege_XHSTT2012,R405,gr_Rooms
FinlandCollege_XHSTT2012,R407,gr_Rooms
FinlandCollege_XHSTT2012,R409,gr_Rooms
FinlandCollege_XHSTT2012,R411,gr_Rooms
FinlandCollege_XHSTT2012,R413,gr_Rooms
FinlandCollege_XHSTT2012,RB30,gr_Rooms
FinlandCollege_XHSTT2012,RB31,gr_Rooms
FinlandCollege_XHSTT2012,RHII,gr_Rooms
FinlandCollege_XHSTT2012,RHOT,gr_Rooms
FinlandCollege_XHSTT2012,RPUH,gr_Rooms
FinlandCollege_XHSTT2012,RSTU,gr_Rooms
