instance_id,resource_id,name,resource_type_ref
DK-FG-12,Student141,Student141,Student
DK-FG-12,Student143,Student143,Student
DK-FG-12,Student144,Student144,Student
DK-FG-12,Teacher62,Teacher62,Teacher
DK-FG-12,Student145,Student145,Student
DK-FG-12,Student146,Student146,Student
DK-FG-12,Teacher22,Teacher22,Teacher
DK-FG-12,Teacher17,Teacher17,Teacher
DK-FG-12,Student148,Student148,Student
DK-FG-12,Student149,Student149,Student
DK-FG-12,Student150,Student150,Student
DK-FG-12,Student151,Student151,Student
DK-FG-12,Student152,Student152,Student
DK-FG-12,Student153,Student153,Student
DK-FG-12,Student154,Student154,Student
DK-FG-12,Student155,Student155,Student
DK-FG-12,Teacher4,Teacher4,Teacher
DK-FG-12,Teacher66,Teacher66,Teacher
DK-FG-12,Student159,Student159,Student
DK-FG-12,Student160,Student160,Student
DK-FG-12,Student161,Student161,Student
DK-FG-12,Student158,Student158,Student
DK-FG-12,Student162,Student162,Student
DK-FG-12,Student163,Student163,Student
DK-FG-12,Student164,Student164,Student
DK-FG-12,Student165,Student165,Student
DK-FG-12,Student166,Student166,Student
DK-FG-12,Student167,Student167,Student
DK-FG-12,Student168,Student168,Student
DK-FG-12,Student169,Student169,Student
DK-FG-12,Student157,Student157,Student
DK-FG-12,Student170,Student170,Student
DK-FG-12,Student171,Student171,Student
DK-FG-12,Student172,Student172,Student
DK-FG-12,Student173,Student173,Student
DK-FG-12,Student174,Student174,Student
DK-FG-12,Student156,Student156,Student
DK-FG-12,Student176,Student176,Student
DK-FG-12,Student177,Student177,Student
DK-FG-12,Student175,Student175,Student
DK-FG-12,Teacher11,Teacher11,Teacher
DK-FG-12,Teacher15,Teacher15,Teacher
DK-FG-12,Teacher13,Teacher13,Teacher
DK-FG-12,Teacher39,Teacher39,Teacher
DK-FG-12,Teacher73,Teacher73,Teacher
DK-FG-12,Teacher72,Teacher72,Teacher
DK-FG-12,Student178,Student178,Student
DK-FG-12,Student179,Student179,Student
DK-FG-12,Student180,Student180,Student
DK-FG-12,Student181,Student181,Student
DK-FG-12,Teacher34,Teacher34,Teacher
DK-FG-12,Teacher86,Teacher86,Teacher
DK-FG-12,Student188,Student188,Student
DK-FG-12,Teacher88,Teacher88,Teacher
DK-FG-12,Student194,Student194,Student
DK-FG-12,Student195,Student195,Student
DK-FG-12,Teacher10,Teacher10,Teacher
DK-FG-12,Student196,Student196,Student
DK-FG-12,Student197,Student197,Student
DK-FG-12,Student198,Student198,Student
DK-FG-12,Teacher42,Teacher42,Teacher
DK-FG-12,Teacher21,Teacher21,Teacher
DK-FG-12,Teacher5,Teacher5,Teacher
DK-FG-12,Student207,Student207,Student
DK-FG-12,Student208,Student208,Student
DK-FG-12,Student209,Student209,Student
DK-FG-12,Student210,Student210,Student
DK-FG-12,Teacher8,Teacher8,Teacher
DK-FG-12,Teacher12,Teacher12,Teacher
DK-FG-12,Student211,Student211,Student
DK-FG-12,Teacher41,Teacher41,Teacher
DK-FG-12,Teacher84,Teacher84,Teacher
DK-FG-12,Student214,Student214,Student
DK-FG-12,Student215,Student215,Student
DK-FG-12,Student139,Student139,Student
DK-FG-12,Student147,Student147,Student
DK-FG-12,Student216,Student216,Student
DK-FG-12,Teacher55,Teacher55,Teacher
DK-FG-12,Teacher32,Teacher32,Teacher
DK-FG-12,Student217,Student217,Student
DK-FG-12,Student234,Student234,Student
DK-FG-12,Student235,Student235,Student
DK-FG-12,Student236,Student236,Student
DK-FG-12,Student238,Student238,Student
DK-FG-12,Student90,Student90,Student
DK-FG-12,Student242,Student242,Student
DK-FG-12,Student243,Student243,Student
DK-FG-12,Student244,Student244,Student
DK-FG-12,Student245,Student245,Student
DK-FG-12,Student248,Student248,Student
DK-FG-12,Teacher28,Teacher28,Teacher
DK-FG-12,Student255,Student255,Student
DK-FG-12,Teacher81,Teacher81,Teacher
DK-FG-12,Student257,Student257,Student
DK-FG-12,Student258,Student258,Student
DK-FG-12,Student259,Student259,Student
DK-FG-12,Student260,Student260,Student
DK-FG-12,Student261,Student261,Student
DK-FG-12,Student262,Student262,Student
DK-FG-12,Student263,Student263,Student
DK-FG-12,Student264,Student264,Student
DK-FG-12,Student265,Student265,Student
DK-FG-12,Student266,Student266,Student
DK-FG-12,Teacher80,Teacher80,Teacher
DK-FG-12,Student268,Student268,Student
DK-FG-12,Student269,Student269,Student
DK-FG-12,Student273,Student273,Student
DK-FG-12,Student274,Student274,Student
DK-FG-12,Teacher0,Teacher0,Teacher
DK-FG-12,Student277,Student277,Student
DK-FG-12,Student280,Student280,Student
DK-FG-12,Student281,Student281,Student
DK-FG-12,Student284,Student284,Student
DK-FG-12,Student288,Student288,Student
DK-FG-12,Student298,Student298,Student
DK-FG-12,Student299,Student299,Student
DK-FG-12,Student300,Student300,Student
DK-FG-12,Student303,Student303,Student
DK-FG-12,Student305,Student305,Student
DK-FG-12,Student306,Student306,Student
DK-FG-12,Student309,Student309,Student
DK-FG-12,Student310,Student310,Student
DK-FG-12,Student312,Student312,Student
DK-FG-12,Student313,Student313,Student
DK-FG-12,Student315,Student315,Student
DK-FG-12,Student323,Student323,Student
DK-FG-12,Student318,Student318,Student
DK-FG-12,Student320,Student320,Student
DK-FG-12,Student325,Student325,Student
DK-FG-12,Student327,Student327,Student
DK-FG-12,Student329,Student329,Student
DK-FG-12,Student332,Student332,Student
DK-FG-12,Student333,Student333,Student
DK-FG-12,Student334,Student334,Student
DK-FG-12,Student335,Student335,Student
DK-FG-12,Student338,Student338,Student
DK-FG-12,Student341,Student341,Student
DK-FG-12,Student342,Student342,Student
DK-FG-12,Student343,Student343,Student
DK-FG-12,Student344,Student344,Student
DK-FG-12,Student345,Student345,Student
DK-FG-12,Student346,Student346,Student
DK-FG-12,Student352,Student352,Student
DK-FG-12,Student353,Student353,Student
DK-FG-12,Student355,Student355,Student
DK-FG-12,Student356,Student356,Student
DK-FG-12,Student357,Student357,Student
DK-FG-12,Student358,Student358,Student
DK-FG-12,Student359,Student359,Student
DK-FG-12,Student360,Student360,Student
DK-FG-12,Student361,Student361,Student
DK-FG-12,Student362,Student362,Student
DK-FG-12,Student349,Student349,Student
DK-FG-12,Student347,Student347,Student
DK-FG-12,Student363,Student363,Student
DK-FG-12,Student364,Student364,Student
DK-FG-12,Student365,Student365,Student
DK-FG-12,Student366,Student366,Student
DK-FG-12,Student367,Student367,Student
DK-FG-12,Student348,Student348,Student
DK-FG-12,Student354,Student354,Student
DK-FG-12,Student368,Student368,Student
DK-FG-12,R19,R19,Room
DK-FG-12,R62,R62,Room
DK-FG-12,R63,R63,Room
DK-FG-12,R0,R0,Room
DK-FG-12,R1,R1,Room
DK-FG-12,R2,R2,Room
DK-FG-12,R3,R3,Room
DK-FG-12,R4,R4,Room
DK-FG-12,R5,R5,Room
DK-FG-12,R6,R6,Room
DK-FG-12,R7,R7,Room
DK-FG-12,R8,R8,Room
DK-FG-12,R9,R9,Room
DK-FG-12,R10,R10,Room
DK-FG-12,R11,R11,Room
DK-FG-12,R12,R12,Room
DK-FG-12,R13,R13,Room
DK-FG-12,R14,R14,Room
DK-FG-12,R15,R15,Room
DK-FG-12,R16,R16,Room
DK-FG-12,R17,R17,Room
DK-FG-12,R18,R18,Room
DK-FG-12,R20,R20,Room
DK-FG-12,R21,R21,Room
DK-FG-12,R22,R22,Room
DK-FG-12,R23,R23,Room
DK-FG-12,R24,R24,Room
DK-FG-12,R25,R25,Room
DK-FG-12,R26,R26,Room
DK-FG-12,R27,R27,Room
DK-FG-12,R28,R28,Room
DK-FG-12,R29,R29,Room
DK-FG-12,R30,R30,Room
DK-FG-12,R31,R31,Room
DK-FG-12,R32,R32,Room
DK-FG-12,R33,R33,Room
DK-FG-12,R34,R34,Room
DK-FG-12,R35,R35,Room
DK-FG-12,R36,R36,Room
DK-FG-12,R37,R37,Room
DK-FG-12,R38,R38,Room
DK-FG-12,R39,R39,Room
DK-FG-12,R40,R40,Room
DK-FG-12,R41,R41,Room
DK-FG-12,R42,R42,Room
DK-FG-12,R43,R43,Room
DK-FG-12,R44,R44,Room
DK-FG-12,R45,R45,Room
DK-FG-12,R46,R46,Room
DK-FG-12,R47,R47,Room
DK-FG-12,R48,R48,Room
DK-FG-12,R49,R49,Room
DK-FG-12,R50,R50,Room
DK-FG-12,R51,R51,Room
DK-FG-12,R52,R52,Room
DK-FG-12,R53,R53,Room
DK-FG-12,R54,R54,Room
DK-FG-12,R55,R55,Room
DK-FG-12,R56,R56,Room
DK-FG-12,R57,R57,Room
DK-FG-12,R58,R58,Room
DK-FG-12,R59,R59,Room
DK-FG-12,R60,R60,Room
DK-FG-12,R61,R61,Room
DK-FG-12,R64,R64,Room
DK-FG-12,R65,R65,Room
DK-FG-12,R66,R66,Room
DK-FG-12,R67,R67,Room
DK-FG-12,R77,R77,Room
