instance_id,time_id,group_id,membership_type
DK-FG-12,T35,Week2,Week
DK-FG-12,T35,D8,Day
DK-FG-12,T35,TGNeighborDays6,TimeGroup
DK-FG-12,T35,TGNeighborDays7,TimeGroup
DK-FG-12,T36,Week2,Week
DK-FG-12,T36,D8,Day
DK-FG-12,T36,TGNeighborDays6,TimeGroup
DK-FG-12,T36,TGNeighborDays7,TimeGroup
DK-FG-12,T37,Week2,Week
DK-FG-12,T37,D8,Day
DK-FG-12,T37,TGNeighborDays6,TimeGroup
DK-FG-12,T37,TGNeighborDays7,TimeGroup
DK-FG-12,T38,Week2,Week
DK-FG-12,T38,D8,Day
DK-FG-12,T38,TGNeighborDays6,TimeGroup
DK-FG-12,T38,TGNeighborDays7,TimeGroup
DK-FG-12,T39,Week2,Week
DK-FG-12,T39,D8,Day
DK-FG-12,T39,TGNeighborDays6,TimeGroup
DK-FG-12,T39,TGNeighborDays7,TimeGroup
DK-FG-12,T40,Week2,Week
DK-FG-12,T40,D9,Day
DK-FG-12,T40,TGNeighborDays7,TimeGroup
DK-FG-12,T40,TGNeighborDays8,TimeGroup
DK-FG-12,T41,Week2,Week
DK-FG-12,T41,D9,Day
DK-FG-12,T41,TGNeighborDays7,TimeGroup
DK-FG-12,T41,TGNeighborDays8,TimeGroup
DK-FG-12,T42,Week2,Week
DK-FG-12,T42,D9,Day
DK-FG-12,T42,TGNeighborDays7,TimeGroup
DK-FG-12,T42,TGNeighborDays8,TimeGroup
DK-FG-12,T43,Week2,Week
DK-FG-12,T43,D9,Day
DK-FG-12,T43,TGNeighborDays7,TimeGroup
DK-FG-12,T43,TGNeighborDays8,TimeGroup
DK-FG-12,T44,Week2,Week
DK-FG-12,T44,D9,Day
DK-FG-12,T44,TGNeighborDays7,TimeGroup
DK-FG-12,T44,TGNeighborDays8,TimeGroup
DK-FG-12,T45,Week2,Week
DK-FG-12,T45,D10,Day
DK-FG-12,T45,TGNeighborDays8,TimeGroup
DK-FG-12,T46,Week2,Week
DK-FG-12,T46,D10,Day
DK-FG-12,T46,TGNeighborDays8,TimeGroup
DK-FG-12,T47,Week2,Week
DK-FG-12,T47,D10,Day
DK-FG-12,T47,TGNeighborDays8,TimeGroup
DK-FG-12,T48,Week2,Week
DK-FG-12,T48,D10,Day
DK-FG-12,T48,TGNeighborDays8,TimeGroup
DK-FG-12,T49,Week2,Week
DK-FG-12,T49,D10,Day
DK-FG-12,T49,TGNeighborDays8,TimeGroup
