instance_id,resource_id,resource_group_id
DK-FG-12,Student357,RGAllStudents
DK-FG-12,Student358,RGAllStudents
DK-FG-12,Student359,RGAllStudents
DK-FG-12,Student360,RGAllStudents
DK-FG-12,Student361,RGAllStudents
DK-FG-12,Student362,RGAllStudents
DK-FG-12,Student349,RGAllStudents
DK-FG-12,Student347,RGAllStudents
DK-FG-12,Student363,RGAllStudents
DK-FG-12,Student364,RGAllStudents
DK-FG-12,Student365,RGAllStudents
DK-FG-12,Student366,RGAllStudents
DK-FG-12,Student367,RGAllStudents
DK-FG-12,Student348,RGAllStudents
DK-FG-12,Student354,RGAllStudents
DK-FG-12,Student368,RGAllStudents
DK-FG-12,R19,RGAllRooms
DK-FG-12,R62,RGAllRooms
DK-FG-12,R63,RGAllRooms
DK-FG-12,R0,RGAllRooms
DK-FG-12,R1,RGAllRooms
DK-FG-12,R2,RGAllRooms
DK-FG-12,R3,RGAllRooms
DK-FG-12,R4,RGAllRooms
DK-FG-12,R5,RGAllRooms
DK-FG-12,R6,RGAllRooms
DK-FG-12,R7,RGAllRooms
DK-FG-12,R8,RGAllRooms
DK-FG-12,R9,RGAllRooms
DK-FG-12,R10,RGAllRooms
DK-FG-12,R11,RGAllRooms
DK-FG-12,R12,RGAllRooms
DK-FG-12,R13,RGAllRooms
DK-FG-12,R14,RGAllRooms
DK-FG-12,R15,RGAllRooms
DK-FG-12,R16,RGAllRooms
DK-FG-12,R17,RGAllRooms
DK-FG-12,R18,RGAllRooms
DK-FG-12,R20,RGAllRooms
DK-FG-12,R21,RGAllRooms
DK-FG-12,R22,RGAllRooms
DK-FG-12,R23,RGAllRooms
DK-FG-12,R24,RGAllRooms
DK-FG-12,R25,RGAllRooms
DK-FG-12,R26,RGAllRooms
DK-FG-12,R27,RGAllRooms
DK-FG-12,R28,RGAllRooms
DK-FG-12,R29,RGAllRooms
DK-FG-12,R30,RGAllRooms
DK-FG-12,R31,RGAllRooms
DK-FG-12,R32,RGAllRooms
DK-FG-12,R33,RGAllRooms
DK-FG-12,R34,RGAllRooms
DK-FG-12,R35,RGAllRooms
DK-FG-12,R36,RGAllRooms
DK-FG-12,R37,RGAllRooms
DK-FG-12,R38,RGAllRooms
DK-FG-12,R39,RGAllRooms
DK-FG-12,R40,RGAllRooms
DK-FG-12,R41,RGAllRooms
DK-FG-12,R42,RGAllRooms
DK-FG-12,R43,RGAllRooms
DK-FG-12,R44,RGAllRooms
DK-FG-12,R45,RGAllRooms
DK-FG-12,R46,RGAllRooms
DK-FG-12,R47,RGAllRooms
DK-FG-12,R48,RGAllRooms
DK-FG-12,R49,RGAllRooms
DK-FG-12,R50,RGAllRooms
DK-FG-12,R51,RGAllRooms
DK-FG-12,R52,RGAllRooms
DK-FG-12,R53,RGAllRooms
DK-FG-12,R54,RGAllRooms
DK-FG-12,R55,RGAllRooms
DK-FG-12,R56,RGAllRooms
DK-FG-12,R57,RGAllRooms
DK-FG-12,R58,RGAllRooms
DK-FG-12,R59,RGAllRooms
DK-FG-12,R60,RGAllRooms
DK-FG-12,R61,RGAllRooms
DK-FG-12,R64,RGAllRooms
DK-FG-12,R65,RGAllRooms
DK-FG-12,R66,RGAllRooms
DK-FG-12,R67,RGAllRooms
DK-FG-12,R77,RGAllRooms
