instance_id,time_id,group_id,membership_type
FinlandSecondarySchool2_XHSTT-v2014,Th_6,gr_Th,Day
FinlandSecondarySchool2_XHSTT-v2014,Th_6,gr_TimesDurationTwo,TimeGroup
FinlandSecondarySchool2_XHSTT-v2014,Th_6,gr_TimesDurationThree,TimeGroup
FinlandSecondarySchool2_XHSTT-v2014,Th_7,gr_Th,Day
FinlandSecondarySchool2_XHSTT-v2014,Th_7,gr_TimesDurationTwo,TimeGroup
FinlandSecondarySchool2_XHSTT-v2014,Th_8,gr_Th,Day
FinlandSecondarySchool2_XHSTT-v2014,Fr_1,gr_Fr,Day
FinlandSecondarySchool2_XHSTT-v2014,Fr_1,gr_TimesDurationTwo,TimeGroup
FinlandSecondarySchool2_XHSTT-v2014,Fr_1,gr_TimesDurationThree,TimeGroup
FinlandSecondarySchool2_XHSTT-v2014,Fr_2,gr_Fr,Day
FinlandSecondarySchool2_XHSTT-v2014,Fr_2,gr_TimesDurationTwo,TimeGroup
FinlandSecondarySchool2_XHSTT-v2014,Fr_2,gr_TimesDurationThree,TimeGroup
FinlandSecondarySchool2_XHSTT-v2014,Fr_3,gr_Fr,Day
FinlandSecondarySchool2_XHSTT-v2014,Fr_3,gr_TimesDurationTwo,TimeGroup
FinlandSecondarySchool2_XHSTT-v2014,Fr_3,gr_TimesDurationThree,TimeGroup
FinlandSecondarySchool2_XHSTT-v2014,Fr_4,gr_Fr,Day
FinlandSecondarySchool2_XHSTT-v2014,Fr_4,gr_TimesDurationTwo,TimeGroup
FinlandSecondarySchool2_XHSTT-v2014,Fr_4,gr_TimesDurationThree,TimeGroup
FinlandSecondarySchool2_XHSTT-v2014,Fr_5,gr_Fr,Day
FinlandSecondarySchool2_XHSTT-v2014,Fr_5,gr_TimesDurationTwo,TimeGroup
FinlandSecondarySchool2_XHSTT-v2014,Fr_5,gr_TimesDurationThree,TimeGroup
FinlandSecondarySchool2_XHSTT-v2014,Fr_6,gr_Fr,Day
FinlandSecondarySchool2_XHSTT-v2014,Fr_6,gr_TimesDurationTwo,TimeGroup
FinlandSecondarySchool2_XHSTT-v2014,Fr_6,gr_TimesDurationThree,TimeGroup
FinlandSecondarySchool2_XHSTT-v2014,Fr_7,gr_Fr,Day
FinlandSecondarySchool2_XHSTT-v2014,Fr_7,gr_TimesDurationTwo,TimeGroup
FinlandSecondarySchool2_XHSTT-v2014,Fr_8,gr_Fr,Day
