instance_id,event_group_id,group_type,name
FinlandElementarySchool_XHSTT-v2014,gr_C036,Course,C036
FinlandElementarySchool_XHSTT-v2014,gr_C037,Course,C037
FinlandElementarySchool_XHSTT-v2014,gr_C038,Course,C038
FinlandElementarySchool_XHSTT-v2014,gr_C039,Course,C039
FinlandElementarySchool_XHSTT-v2014,gr_C040,Course,C040
FinlandElementarySchool_XHSTT-v2014,gr_C041,Course,C041
FinlandElementarySchool_XHSTT-v2014,gr_C042,Course,C042
FinlandElementarySchool_XHSTT-v2014,gr_C043,Course,C043
FinlandElementarySchool_XHSTT-v2014,gr_C044,Course,C044
FinlandElementarySchool_XHSTT-v2014,gr_C045,Course,C045
FinlandElementarySchool_XHSTT-v2014,gr_C046,Course,C046
FinlandElementarySchool_XHSTT-v2014,gr_C047,Course,C047
FinlandElementarySchool_XHSTT-v2014,gr_C048,Course,C048
FinlandElementarySchool_XHSTT-v2014,gr_C049,Course,C049
FinlandElementarySchool_XHSTT-v2014,gr_C050,Course,C050
FinlandElementarySchool_XHSTT-v2014,gr_C051,Course,C051
FinlandElementarySchool_XHSTT-v2014,gr_C052,Course,C052
FinlandElementarySchool_XHSTT-v2014,gr_C053,Course,C053
FinlandElementarySchool_XHSTT-v2014,gr_C054,Course,C054
FinlandElementarySchool_XHSTT-v2014,gr_C055,Course,C055
FinlandElementarySchool_XHSTT-v2014,gr_C056,Course,C056
FinlandElementarySchool_XHSTT-v2014,gr_C057,Course,C057
FinlandElementarySchool_XHSTT-v2014,gr_C058,Course,C058
FinlandElementarySchool_XHSTT-v2014,gr_C059,Course,C059
FinlandElementarySchool_XHSTT-v2014,gr_C060,Course,C060
FinlandElementarySchool_XHSTT-v2014,gr_C061,Course,C061
FinlandElementarySchool_XHSTT-v2014,gr_C062,Course,C062
FinlandElementarySchool_XHSTT-v2014,gr_C063,Course,C063
FinlandElementarySchool_XHSTT-v2014,gr_C064,Course,C064
FinlandElementarySchool_XHSTT-v2014,gr_C065,Course,C065
FinlandElementarySchool_XHSTT-v2014,gr_C066,Course,C066
FinlandElementarySchool_XHSTT-v2014,gr_C067,Course,C067
FinlandElementarySchool_XHSTT-v2014,gr_C068,Course,C068
FinlandElementarySchool_XHSTT-v2014,gr_C069,Course,C069
FinlandElementarySchool_XHSTT-v2014,gr_C070,Course,C070
FinlandElementarySchool_XHSTT-v2014,gr_C071,Course,C071
FinlandElementarySchool_XHSTT-v2014,gr_C072,Course,C072
FinlandElementarySchool_XHSTT-v2014,gr_C073,Course,C073
FinlandElementarySchool_XHSTT-v2014,gr_C074,Course,C074
FinlandElementarySchool_XHSTT-v2014,gr_C075,Course,C075
FinlandElementarySchool_XHSTT-v2014,gr_C076,Course,C076
FinlandElementarySchool_XHSTT-v2014,gr_C077,Course,C077
FinlandElementarySchool_XHSTT-v2014,gr_C078,Course,C078
FinlandElementarySchool_XHSTT-v2014,gr_C079,Course,C079
FinlandElementarySchool_XHSTT-v2014,gr_C080,Course,C080
FinlandElementarySchool_XHSTT-v2014,gr_C081,Course,C081
FinlandElementarySchool_XHSTT-v2014,gr_C082,Course,C082
FinlandElementarySchool_XHSTT-v2014,gr_C083,Course,C083
FinlandElementarySchool_XHSTT-v2014,gr_C084,Course,C084
FinlandElementarySchool_XHSTT-v2014,gr_C085,Course,C085
FinlandElementarySchool_XHSTT-v2014,gr_C086,Course,C086
FinlandElementarySchool_XHSTT-v2014,gr_C087,Course,C087
FinlandElementarySchool_XHSTT-v2014,gr_C088,Course,C088
FinlandElementarySchool_XHSTT-v2014,gr_C089,Course,C089
FinlandElementarySchool_XHSTT-v2014,gr_C090,Course,C090
FinlandElementarySchool_XHSTT-v2014,gr_C091,Course,C091
FinlandElementarySchool_XHSTT-v2014,gr_C092,Course,C092
FinlandElementarySchool_XHSTT-v2014,gr_C093,Course,C093
FinlandElementarySchool_XHSTT-v2014,gr_C094,Course,C094
FinlandElementarySchool_XHSTT-v2014,gr_C095,Course,C095
FinlandElementarySchool_XHSTT-v2014,gr_C096,Course,C096
FinlandElementarySchool_XHSTT-v2014,gr_C097,Course,C097
FinlandElementarySchool_XHSTT-v2014,gr_C098,Course,C098
FinlandElementarySchool_XHSTT-v2014,gr_C099,Course,C099
FinlandElementarySchool_XHSTT-v2014,gr_C100,Course,C100
FinlandElementarySchool_XHSTT-v2014,gr_C101,Course,C101
FinlandElementarySchool_XHSTT-v2014,gr_C102,Course,C102
FinlandElementarySchool_XHSTT-v2014,gr_C103,Course,C103
FinlandElementarySchool_XHSTT-v2014,gr_C104,Course,C104
FinlandElementarySchool_XHSTT-v2014,gr_C105,Course,C105
FinlandElementarySchool_XHSTT-v2014,gr_C106,Course,C106
FinlandElementarySchool_XHSTT-v2014,gr_C107,Course,C107
FinlandElementarySchool_XHSTT-v2014,gr_C108,Course,C108
FinlandElementarySchool_XHSTT-v2014,gr_C109,Course,C109
FinlandElementarySchool_XHSTT-v2014,gr_C110,Course,C110
FinlandElementarySchool_XHSTT-v2014,gr_C111,Course,C111
FinlandElementarySchool_XHSTT-v2014,gr_C112,Course,C112
FinlandElementarySchool_XHSTT-v2014,gr_C113,Course,C113
FinlandElementarySchool_XHSTT-v2014,gr_C114,Course,C114
FinlandElementarySchool_XHSTT-v2014,gr_C115,Course,C115
FinlandElementarySchool_XHSTT-v2014,gr_C116,Course,C116
FinlandElementarySchool_XHSTT-v2014,gr_C117,Course,C117
FinlandElementarySchool_XHSTT-v2014,gr_C118,Course,C118
FinlandElementarySchool_XHSTT-v2014,gr_C119,Course,C119
FinlandElementarySchool_XHSTT-v2014,gr_C120,Course,C120
FinlandElementarySchool_XHSTT-v2014,gr_C121,Course,C121
FinlandElementarySchool_XHSTT-v2014,gr_C122,Course,C122
FinlandElementarySchool_XHSTT-v2014,gr_C123,Course,C123
FinlandElementarySchool_XHSTT-v2014,gr_C124,Course,C124
FinlandElementarySchool_XHSTT-v2014,gr_C125,Course,C125
FinlandElementarySchool_XHSTT-v2014,gr_C126,Course,C126
FinlandElementarySchool_XHSTT-v2014,gr_C127,Course,C127
FinlandElementarySchool_XHSTT-v2014,gr_C128,Course,C128
FinlandElementarySchool_XHSTT-v2014,gr_C129,Course,C129
FinlandElementarySchool_XHSTT-v2014,gr_C130,Course,C130
FinlandElementarySchool_XHSTT-v2014,gr_C131,Course,C131
FinlandElementarySchool_XHSTT-v2014,gr_C132,Course,C132
FinlandElementarySchool_XHSTT-v2014,gr_C133,Course,C133
FinlandElementarySchool_XHSTT-v2014,gr_C134,Course,C134
FinlandElementarySchool_XHSTT-v2014,gr_C135,Course,C135
FinlandElementarySchool_XHSTT-v2014,gr_C136,Course,C136
FinlandElementarySchool_XHSTT-v2014,gr_C137,Course,C137
FinlandElementarySchool_XHSTT-v2014,gr_C138,Course,C138
FinlandElementarySchool_XHSTT-v2014,gr_C139,Course,C139
FinlandElementarySchool_XHSTT-v2014,gr_C140,Course,C140
FinlandElementarySchool_XHSTT-v2014,gr_C141,Course,C141
FinlandElementarySchool_XHSTT-v2014,gr_C142,Course,C142
FinlandElementarySchool_XHSTT-v2014,gr_C143,Course,C143
FinlandElementarySchool_XHSTT-v2014,gr_C144,Course,C144
FinlandElementarySchool_XHSTT-v2014,gr_C145,Course,C145
FinlandElementarySchool_XHSTT-v2014,gr_C146,Course,C146
FinlandElementarySchool_XHSTT-v2014,gr_C147,Course,C147
FinlandElementarySchool_XHSTT-v2014,gr_C148,Course,C148
FinlandElementarySchool_XHSTT-v2014,gr_C149,Course,C149
FinlandElementarySchool_XHSTT-v2014,gr_C150,Course,C150
FinlandElementarySchool_XHSTT-v2014,gr_C151,Course,C151
FinlandElementarySchool_XHSTT-v2014,gr_C152,Course,C152
FinlandElementarySchool_XHSTT-v2014,gr_C153,Course,C153
FinlandElementarySchool_XHSTT-v2014,gr_C154,Course,C154
FinlandElementarySchool_XHSTT-v2014,gr_C155,Course,C155
FinlandElementarySchool_XHSTT-v2014,gr_C156,Course,C156
FinlandElementarySchool_XHSTT-v2014,gr_C157,Course,C157
FinlandElementarySchool_XHSTT-v2014,gr_C158,Course,C158
FinlandElementarySchool_XHSTT-v2014,gr_EventsDuration2,EventGroup,EventsOfDurationTwo
FinlandElementarySchool_XHSTT-v2014,gr_EventsGeneral,EventGroup,General
