instance_id,resource_id,name,resource_type_ref
FinlandElementarySchool_XHSTT-v2014,S2B,S2B,Class
FinlandElementarySchool_XHSTT-v2014,S2BA,S2BA,Class
FinlandElementarySchool_XHSTT-v2014,S2BB,S2BB,Class
FinlandElementarySchool_XHSTT-v2014,S2C,S2C,Class
FinlandElementarySchool_XHSTT-v2014,S3A,S3A,Class
FinlandElementarySchool_XHSTT-v2014,S3AA,S3AA,Class
FinlandElementarySchool_XHSTT-v2014,S3AB,S3AB,Class
FinlandElementarySchool_XHSTT-v2014,S3B,S3B,Class
FinlandElementarySchool_XHSTT-v2014,S3BA,S3BA,Class
FinlandElementarySchool_XHSTT-v2014,S3BB,S3BB,Class
FinlandElementarySchool_XHSTT-v2014,S3P,S3P,Class
FinlandElementarySchool_XHSTT-v2014,S3T,S3T,Class
FinlandElementarySchool_XHSTT-v2014,S4A,S4A,Class
FinlandElementarySchool_XHSTT-v2014,S4AA,S4AA,Class
FinlandElementarySchool_XHSTT-v2014,S4AB,S4AB,Class
FinlandElementarySchool_XHSTT-v2014,S4B,S4B,Class
FinlandElementarySchool_XHSTT-v2014,S4BA,S4BA,Class
FinlandElementarySchool_XHSTT-v2014,S4BB,S4BB,Class
FinlandElementarySchool_XHSTT-v2014,S4C,S4C,Class
FinlandElementarySchool_XHSTT-v2014,S4CA,S4CA,Class
FinlandElementarySchool_XHSTT-v2014,S4CB,S4CB,Class
FinlandElementarySchool_XHSTT-v2014,S4P,S4P,Class
FinlandElementarySchool_XHSTT-v2014,S4T,S4T,Class
FinlandElementarySchool_XHSTT-v2014,S5,S5,Class
FinlandElementarySchool_XHSTT-v2014,S5A,S5A,Class
FinlandElementarySchool_XHSTT-v2014,S5AA,S5AA,Class
FinlandElementarySchool_XHSTT-v2014,S5AB,S5AB,Class
FinlandElementarySchool_XHSTT-v2014,S5B,S5B,Class
FinlandElementarySchool_XHSTT-v2014,S5BA,S5BA,Class
FinlandElementarySchool_XHSTT-v2014,S5BB,S5BB,Class
FinlandElementarySchool_XHSTT-v2014,S5C,S5C,Class
FinlandElementarySchool_XHSTT-v2014,S5CA,S5CA,Class
FinlandElementarySchool_XHSTT-v2014,S5CB,S5CB,Class
FinlandElementarySchool_XHSTT-v2014,S5P,S5P,Class
FinlandElementarySchool_XHSTT-v2014,S5T,S5T,Class
FinlandElementarySchool_XHSTT-v2014,S6A,S6A,Class
FinlandElementarySchool_XHSTT-v2014,S6AA,S6AA,Class
FinlandElementarySchool_XHSTT-v2014,S6AB,S6AB,Class
FinlandElementarySchool_XHSTT-v2014,S6B,S6B,Class
FinlandElementarySchool_XHSTT-v2014,S6BA,S6BA,Class
FinlandElementarySchool_XHSTT-v2014,S6BB,S6BB,Class
FinlandElementarySchool_XHSTT-v2014,S6C,S6C,Class
FinlandElementarySchool_XHSTT-v2014,S6CA,S6CA,Class
FinlandElementarySchool_XHSTT-v2014,S6CB,S6CB,Class
FinlandElementarySchool_XHSTT-v2014,S6EL,S6EL,Class
FinlandElementarySchool_XHSTT-v2014,S6ETS,S6ETS,Class
FinlandElementarySchool_XHSTT-v2014,S6P,S6P,Class
FinlandElementarySchool_XHSTT-v2014,S6T,S6T,Class
FinlandElementarySchool_XHSTT-v2014,R1,R1,Room
FinlandElementarySchool_XHSTT-v2014,R10,R10,Room
FinlandElementarySchool_XHSTT-v2014,R11,R11,Room
FinlandElementarySchool_XHSTT-v2014,R12,R12,Room
FinlandElementarySchool_XHSTT-v2014,R13,R13,Room
FinlandElementarySchool_XHSTT-v2014,R14,R14,Room
FinlandElementarySchool_XHSTT-v2014,R15,R15,Room
FinlandElementarySchool_XHSTT-v2014,R16A,R16A,Room
FinlandElementarySchool_XHSTT-v2014,R16B,R16B,Room
FinlandElementarySchool_XHSTT-v2014,R2,R2,Room
FinlandElementarySchool_XHSTT-v2014,R3,R3,Room
FinlandElementarySchool_XHSTT-v2014,R4,R4,Room
FinlandElementarySchool_XHSTT-v2014,R5,R5,Room
FinlandElementarySchool_XHSTT-v2014,R6,R6,Room
FinlandElementarySchool_XHSTT-v2014,R7,R7,Room
FinlandElementarySchool_XHSTT-v2014,R8,R8,Room
FinlandElementarySchool_XHSTT-v2014,R9,R9,Room
FinlandElementarySchool_XHSTT-v2014,RLS,RLS,Room
FinlandElementarySchool_XHSTT-v2014,RTN,RTN,Room
FinlandElementarySchool_XHSTT-v2014,RTS,RTS,Room
FinlandElementarySchool_XHSTT-v2014,RX,RX,Room
